รหัสสินค้า,ชื่อสินค้า,  ราคา  
255/1,CANASONE 0.5g 1s VT (ก.1เม็ด), 60.00 
4454/3,CANASONE 10g (ก.1หลอด), 39.00 
4454,CANASONE C.B. 15g (ก.1หลอด), 44.34 
4454/25,CANASONE C.B. 25g (ก.1หลอด), 68.00 
4453,CANASONE C.B. 5g (ก.1หลอด), 21.00 
2199,CANAZOL-BE CREAM 15g (ก.1หลอด), 38.00 
2198,CANAZOL-BE CREAM 5g (ก.1หลอด), 18.25 
2528,CANAZOL VAGINAL TABLETS 100mg 1x6s (เหลือง) (ก.1แผง), 25.50 
3244,CANDEX CREAM 15g (ก.1หลอด), 26.75 
867,CANDEX CREAM 5g (ก.1หลอด), 14.00 
867/1,CANDEX-PLUS 5g (ก.1หลอด), 15.25 
2530,CANDID EAR DROPS 15ml (ก.1ขวด), 66.00 
2530/1,CANDID-V3 VT 200 mg (ก.3เม็ด), 23.50 
3314,CANDINOX 100mg 1x6s (ก.6เม็ด), 15.45 
3313,CANDINOX 500mg 1s (ก.1เม็ด), 15.45 
3313/1,CANDINOX 500mg 1s มีไม้ (ก.1เม็ด), 22.50 
2531,CANDIX 15ml (หยอดเล็บ) มีโปรซื้อเยอะ (ก.1ขวด), 18.50 
96181,Canesbalance Gel 7x5ml [Bayer] (กล่อง), 281.00 
256,CANESTEN ANTIFUNGAL CREAM 10g (ก.1หลอด), 82.00 
257,CANESTEN ANTIFUNGAL CREAM 20g (ก.1หลอด), 140.75 
259/15,CANESTEN O.D. ANTIFUNGAL CREAM 15g (ก.1หลอด), 153.00 
259/5,CANESTEN O.D. ANTIFUNGAL CREAM 5g (ก.1หลอด), 82.50 
255,CANESTEN VT 0.5g 1s (ก.1เม็ด), 167.00 
258,CANESTEN VT 100g 6s (ก.6เม็ด), 155.00 
1684,CANTON เขียว ผ้าก๊อซแคนตัน 2นิ้วx2นิ้ว (ก.10ซอง), 31.00 
1685,CANTON เขียว ผ้าก๊อซแคนตัน 3นิ้วx3นิ้ว (ก.10ซอง), 53.75 
2009,CANTON เขียว ผ้าก๊อซแคนตัน 4นิ้วx4นิ้ว (ก.10ซอง), 79.00 
1685/2,CANTON น้ำเงิน ผ้าก๊อซ 3นิ้วx3นิ้ว (กล่อง), 59.00 
2009/2,CANTON น้ำเงิน ผ้าก๊อซ 4นิ้วx4นิ้ว (กล่อง), 87.00 
9998/50,CANVIROL 170MG 30s เพิ่มการทำงานเม็ดเลือดขาว (ขวด), 575.00 
9998/51,CANVIROL 850MG 30s เพิ่มการทำงานเม็ดเลือดขาว (ขวด)," 1,450.00 "
2329,CAPIROX-20mg 1x10s (ก.1แผง), 18.25 
08033/10,CAPPLAICIN GEL 30g (ก.1หลอด), 71.00 
8033,CAPSIKA-25 GEL 0.025% 100g (ก.1หลอด), 132.00 
7833,CAPSIKA-25 GEL 0.025% 35g สีแดง (ก.1หลอด), 66.00 
7833/4,CAPSIKA GEL 0.0125% 100g (ก.1หลอด), 97.00 
7833/3,CAPSIKA GEL 0.0125% 15g (ก.1หลอด), 40.00 
7833/1,CAPSIKA GEL 0.0125% 35g (ก.1หลอด), 54.00 
2605/12,CARATEN 12.5 10x10s (ก.10แผง), 669.00 
2605/25,CARATEN 25mg 10x10s (ก.10แผง), 866.00 
2605,CARATEN 6.25mg 10x10s (ก.10แผง), 575.00 
3917/2,CARBOCYS TABLET 50x10s (ก.50แผง), 450.00 
1795/2,CARBOMED 250mg/5ml 60ml แกะ (ก.1ขวด), 17.50 
261,CARBO-MINT 1000s ถ่านกัมมันต์ คาร์โบมินต์ (กระปุก), 282.00 
787/3,CARBOTIN CAPSULE 500mg 20x10s (ก.20แผง), 416.00 
1814,CARDENOL10 1000s (กระปุก), 103.00 
9998/18,Cardi-B บำรุงหัวใจ 100s [intervetta] (ขวด)," 1,250.00 "
2-990/2,CARDIPLOT 10mg 10x10s (ก.10แผง), 291.00 
2998/2,CARDIPLOT 20mg 10x10s (ก.10แผง), 387.75 
4172/1,CARDOXA 2mg 10x10s (ก.10แผง), 94.25 
4215,CARDURA XL 3x10s (ก.3แผง), 675.00 
634/2,CARINOSE TABLET 10x10s [ชุมชน] (ก.10แผง), 90.00 
1367/10,CARIPORE CLEAR TRANSPORE 4นิ้วx10หลาx3ม้วน (ก.3ม้วน), 320.00 
819,CATAFLAM 50mg 2x10s (ก.2แผง), 164.00 
2-128/1,CATALIN EYE DROP 15ml (ก.1ขวด), 128.25 
708/1,CATANAC 50mg 25x10s **ขายขาด *ใหม่349บ (ก.25แผง), 267.00 
3301,CATHERINE ก เขียว32ซอง (เก็กฮวย) (กล่อง), 86.00 
3693/5,CAVILON CLEANSER SPRAY 236ml (ขวด), 439.00 
3693/1,CAVILON DURABLE BARRIER CREAM 28g (ก.1หลอด), 256.25 
3693/2,CAVILON DURABLE BARRIER CREAM 92g (ก.1หลอด), 559.00 
3693/4,CAVILON FILM SPRAY 28ml (ก.1ขวด), 654.00 
513-2/1,CAVUMOX 1000mg 5x3s (ก.5แผง), 161.00 
513-2,CAVUMOX SYRUP 156mg 60ml (ก.1ขวด), 83.00 
2975,CB-400 1x1s (ก.1แผง), 5.10 
2975/1,CB-400 1x3s (ก.3เม็ด), 10.50 
2975/2,CB-400 1x6s (ก.6เม็ด), 19.50 
269,CDR FORTOS 10s (ก.1หลอด), 122.00 
268,CDR ORANGE 15s (ก.1หลอด), 116.50 
267,CDR ORANGE 2x15s (ก.2หลอด), 204.00 
655/2,CEE-1000mg 100s (ก.1ขวด), 180.00 
655/6,CEE-1000mg SWEETLETS 3x10s (ก.3แผง) (ก.3แผง), 83.50 
655/96,CEE-500mg SWEETLETS รสสับปะรด 1x10x10s (ก.10ซอง) (ก.10ซอง), 270.00 
1783/1,CEFEN 400L 1000s (เม็ดขาวยาว)**ขายขาด (กระปุก), 435.00 
2307/1,CEFEN 400P 1000s (เม็ดชมพู) **ใหม่454บ (กระปุก), 352.00 
9127050,CEFEN 400P 50x10s (เม็ดชมพู) *ใหม่330บ (ก.50แผง), 255.00 
2307,CEFEN 400Y 1000s (เหลืองยาว) *ใหม่448บ (กระปุก), 362.00 
9127050/1,CEFEN 600 50x10s เม็ดชมพูรี (ibuprofen) **ขายขาด (ก.50แผง), 493.00 
4319/2,CEFSPAN 100mg/5ml 30ml (ก.1ขวด), 205.00 
99501/3,CEFTREX INJECTION 1vial+sw10ml (ก.1ชุด), 38.50 
99501/2,CEFUROXIME [BLC] 250mg 10x10s (ก.10แผง), 864.00 
99501/1,CEFUROXIME [BLC] 500mg 10x10s (ก.10แผง)," 1,436.50 "
2-608/4,CELCOX 200mg 1x10s (ก.1แผง), 42.00 
2-608,CELEBREX 200mg 10s (เปลือย) (แผง), 230.00 
2-608/10,CELEBREX 200mg 1x10s มีกล่อง (ก.1แผง), 232.00 
2-608/15,CELEBREX 200mg 1x5s กล่องเดี่ยว (celecoxib) บ หมด (ก.5เม็ด), 117.00 
2609,CELEBREX 400mg 10s (เปลือย) (แผง), 395.00 
2-609/4,CELEBREX 400mg 1x10s กล่องเดี่ยว (ก.1แผง), 366.00 
2-608/14,CELEBREX 400mg 1x5s กล่องเดี่ยว (celecoxib) (ก.5เม็ด), 192.50 
2-608/5,CELECOXIB TO 200mg 1x10s (ก.1แผง), 41.00 
902500,CELIMOX 500mg25x10s (เม็ดชมพู-ขาว) มีโปรซื้อเยอะ (ก.25แผง), 239.00 
3676,CELLUFRESH LUBRICANT EYE DROPS 30หลอดx0.4ml (ก.30หลอด), 259.00 
2-608/12,CELXIB 200mg 10x10s (ก.10แผง), 457.00 
2-608/11,CELXIB 200mg 1x10s กล่องเดี่ยว มีโปรซื้อเยอะ (ก.1แผง), 46.75 
2-608/13,CELXIB 400mg 1x10s กล่องเดี่ยว มีโปรซื้อเยอะ (ก.1แผง), 88.00 
2458,CEMOL 50x10s เม็ดกลม (ก.50แผง), 152.00 
2458/10,CEMOL 50x10s เม็ดขาวยาว (ก.50แผง), 152.00 
859,CEMOL กระปุก1000s (ขาว) (กระปุก), 282.00 
859/10,CEMOL กระปุก1000s (ฟ้า-ขาว) (กระปุก), 292.00 
2459,CEMOL ขวด100s (ขาว) (ขวด), 27.25 
2459-1,CEMOL ขวด100s (ฟ้า-ขาว) (ขวด), 28.25 
91250,CEMOL ขวด50s (ขาว) มีโปรซื้อเยอะ (ขวด), 14.50 
1783/2,CENBUFEN 400 1000s (เม็ดรีฟ้า) **ขายขาด *ใหม่438บ (กระปุก), 353.00 
5128,CENCOPAN S 50x10s**ขายขาด (ก.50แผง), 509.00 
2060,CENTELLA CREAM ครีมบัวบก 10g (ก.1หลอด), 24.00 
1375,CENTRUM BETA 100s (ก.1ขวด), 665.00 
1374,CENTRUM BETA เซนทรัม นิว 30s (ก.1ขวด), 220.50 
1379,CENTRUM SILVER 50+ 30s (ก.1ขวด), 275.00 
1380,CENTRUM SILVER 50+ 90s (ก.1ขวด), 746.00 
1374/5,CENTRUM STRESSTABS IRON 30s แดง มีโปรซื้อเยอะ (ก.1ขวด), 216.00 
1374/6,CENTRUM STRESSTABS IRON 60s แดง มีโปรซื้อเยอะ (ก.1ขวด), 384.00 
1374/3,CENTRUM STRESSTABS Zinc 30s น้ำเงิน (ก.1ขวด), 213.50 
1374/4,CENTRUM STRESSTABS Zinc 60s น้ำเงิน มีโปรซื้อเยอะ (ก.1ขวด), 384.00 
30325,CEPHADOL 25mg 20x10s มีโปรซื้อเยอะ (ก.20แผง), 373.00 
678/4,CEPHALEXIN 500mg เจ็ดดาว 50x10s ส้ม-เทา (ก.50แผง)," 1,450.00 "
512-1/11,CEPHALEXIN-500 (ส้ม-เทา) 500s (กระปุก)," 1,350.00 "
2583/10,CeraVe Blemish Control Cleanser 236ml (ขวด), 362.00 
2583/14,CERAVE CREAM-to-FOAM Cleanser 100ml (หลอด), 211.00 
2583/5,CERAVE DAILY MOISTURE LOTION 16OZ (473ml) (ขวด), 462.00 
2583/6,CERAVE DAILY MOISTURE LOTION 3OZ (88ml) (ขวด), 185.00 
2583/35,CERAVE DRY TOUCH FLUID SUN SCREEN 50 ml SPF50 PA++++ เขียว ผิวมัน (ก.1หลอด), 569.00 
2583/9,CERAVE FACIAL MOISTURISING LOTION 52ml (PM) (ก.1หลอด), 443.00 
2583/21,CERAVE FACIAL MOISTURISING LOTION SPF50 52ml (ก.1หลอด), 435.00 
2583/23,CERAVE FOAMING CLEANSER 16OZ (473ml) (ขวด), 503.00 
2583/3,CERAVE FOAMING CLEANSER 3OZ (88ml) (ขวด), 185.00 
2583/4,CERAVE FOAMING CLEANSER 8OZ (236ml) (ขวด), 345.00 
2583/47,CERAVE HYDRATANT SUN SCREEN SPF50+ 177 ml ผิวกาย (หลอด), 630.00 
2583/46,CERAVE HYDRATANT SUN SCREEN SPF50+ 75 ml ผิวกาย (หลอด), 375.00 
2583/22,CERAVE HYDRATING CLEANSER 16OZ (473ml) (ขวด), 425.00 
2583/1,CERAVE HYDRATING CLEANSER 3OZ (88ml) (ขวด), 140.00 
2583/2,CERAVE HYDRATING CLEANSER 8OZ (236ml) (ขวด), 305.00 
2583/24,CERAVE HYDRATING CREAM-TO-FOAM CLEANSER 473ml (ขวด), 545.00 
2583/45,CERAVE HYDRATING FLUID SUN SCREEN 50 ml SPF50 PA++++ ฟ้า ผิวธรรมดา (ก.1หลอด), 569.00 
2583/50,CERAVE HYDRATING HA WATER GEL 48ML (กระปุก), 475.00 
2583/27,CERAVE INTENSIVE MOISTURISING LOTION 236ml HYDRO-UREA5% (ขวด), 440.00 
2583/26,CERAVE INTENSIVE MOISTURISING LOTION 3OZ (88ml) urea5% (ขวด), 249.00 
2583/28,CERAVE INTENSIVE MOISTURISING LOTION 473ml HYDRO-UREA5% (ขวด), 638.00 
2583/16,CERAVE MICELLAR CLEANSING WATER 295ml (ขวด), 399.00 
2583/7,CERAVE MOISTURISING CREAM 1.69OZ (50ml) (หลอด), 144.00 
2583/8,CERAVE MOISTURISING CREAM 16OZ (454g) (กระปุก), 572.00 
2583/19,CERAVE OIL CONTROL MOISTURISING Gel-CREAM 52ml (ก.1หลอด), 437.00 
1249/1,CERAVE RETINOL SERUM 30ml (ก.1หลอด), 507.00 
2583/11,CERAVE SA SMOOTHING CLEANSER 236ml (ขวด), 364.00 
2583/12,CERAVE SA SMOOTHING CLEANSER 473ml (ขวด), 527.00 
2583/20,CERAVE SA SMOOTHING CLEANSER 88ml (ขวด), 185.00 
2583/15,CERAVE SKIN RENEWING VITAMIN C SERUM 30ml (ก.1หลอด), 632.00 
2686/3,CEREMIN 100x10s (cinnarizine) (ก.100แผง), 278.00 
2189/25,CERTAINTY BODY CLEANSING SPRAY 350ml ทำความสะอาดไม่ต้องล้างออก (ขวด), 212.00 
12401,CESOLINE W 25mg 10s (แผง), 12.00 
1300/98,CETAPHIL 118ml 4oz (ขวด), 158.50 
1299,CETAPHIL 250ml (ขวด), 278.75 
1298/3,CETAPHIL 473ml ขวดปั้ม (ขวด), 430.00 
1298,CETAPHIL 500ml ขวดปั้ม (ขวด), 430.00 
1299/1,CETAPHIL MOISTURIZING CREAM 100G (ก.1หลอด), 170.50 
1299/2,CETAPHIL MOISTURIZING CREAM 50G (ก.1หลอด), 128.50 
4288/5,CETIRIZINE TABLET 50x10s [medic] (ก.50แผง), 147.00 
1535/5,CETIZAL 5mg 10x10s (ก.10แผง), 485.00 
1535/9,CETIZAL 5mg 1x10s (ก.1แผง), 48.00 
4288,CETRIZIN 50x10s (ก.50แผง), 249.00 
1289,CETRIZIN SYRUP 60ml (เปลีอย) (ขวด), 12.00 
4288/2,CETTEC 10mg 10x10s (ก.10แผง), 69.00 
2606,CETTEC SYRUP 100ml *ใหม่32บ (ก.1ขวด), 20.50 
1543/1,CEZA SYRUP 60ml (ก.1ขวด), 34.75 
2377/4,C-FORCE 1000mg 100s (ก.1ขวด), 290.00 
2377/2,C-FORCE 1000mg 30s (ก.1ขวด), 114.00 
2377/5,C-FORCE 1000mg 6x10s (กล่อง), 207.00 
2-174,CHALKCAP-1000 10x10s *ใหม่ 195 (ก.10แผง), 175.00 
2002/2,CHILDREN PROTEMP SUPPO 120mg CHLIDREN 1x12s *ใหม่96บ (ก.12แท่ง), 80.00 
1409,CHILDREN S TYLENOL 160mg 60ml (เชอรี่) (ก.1ขวด), 59.75 
2859/2,CHLOPHE CPM 2mg 50x10s (ก.50แผง), 113.00 
1985/1,CHLORAM OINTMENT 15g (ก.1หลอด), 10.25 
2859/5,CHLORPHE CPM AU 50x10s (ก.50แผง), 45.00 
289,CHLORPHENIRAMINE CPM 1000s ไข่ปลา AU (กระปุก), 156.00 
287,CHLORPHENIRAMINE CPM AU 4mg 1000s (กระปุก), 32.00 
3266/1,CHLORPHENIRAMINE INJECTION 50x10x1ml GPO (ก.50หลอด), 320.00 
3266/2,CHLORPHENIRAMINE INJECTION 50x1ml CPMฉีด (ก.50หลอด), 179.00 
2859/1,CHLORPHENIRAMINE MALEATE CPM 10x10s (ก.10แผง), 45.75 
287/2,CHLORPHENIRAMINE MALEATE CPM TMAN 4mg 1000s เม็ดจุด (กระปุก), 108.00 
1771-1/3,CHLORPHENIRAMINE SYRUP 60ml (เปลือย) เอเชี่ยน (CPM) (ขวด), 12.50 
1771-1/4,CHLORPHENIRAMINE SYRUP 60ml เอเชี่ยน (CPM) (ก.1ขวด), 14.25 
2859,CHLORPHEN-Y TABLETS CPM 100s (ขวด), 6.60 
291,CHLOR-PYRAD 15g (ก.1หลอด), 13.75 
2789,CHLOVAS-20mg 3x10s (ก.3แผง), 231.00 
2790,CHLOVAS-40mg 3x10s (ก.3แผง), 244.00 
2790/2,CHLOVAS-ZIS40mg 3x10s (ก.3แผง), 244.00 
1770,CHRONOL 25x4s (ก.25แผง), 237.00 
58/5,CICA-CARE 12x3cm SILICONE GEL SHEET ซิลิโคนเจล 12x3cm (ก.1ชิ้น), 618.00 
58/6,CICA-CARE 12x6cm SILICONE GEL SHEET ซิลิโคนเจล 12x6cm (ก.1ชิ้น)," 1,157.00 "
1794/6,CICOUGH 100mg/5ml 60ml (รสสละ) (ก.1ขวด), 29.50 
1531/3,CIFLOXIN 500mg 1x10s (ก.1แผง), 63.50 
1846,CINNARIZINE 1000s (กระปุก), 188.00 
1846/1,CINNARIZINE 100x10s (ก.100แผง), 203.00 
1531/1,CIPFLOCIN 500mg FILM COATED TABLETS 1x10s (ก.1แผง), 21.00 
4220,CIPROCEP 500mg 10x10s (ก.10แผง), 154.00 
30615,CIRCADIN 2mg PROLONGED-RELEASE TABLETS 1x15s (ก.1แผง), 425.00 
3918,CISTEINE 100mg 60ml กล่องฟ้า (เชอรี่) (ขวด), 32.50 
3919,CISTEINE 250mg 60ml กล่องแดง (เชอรี่) (ก.1ขวด), 36.00 
3917,CISTEINE 375mg 1x12s (ก.1แผง), 27.67 
787/2,CISTEINE 500mg 1x10s (ก.1แผง), 38.75 
5509/2,CKM สูตรเย็น ยาเจลบรรเทาอาการปวดเมื่อย 1x12ซอง0.8ก (ก.12ซอง), 119.25 
5509/1,CKM สูตรร้อน ยาเจลบรรเทาอาการปวดเมื่อย 1x12ซอง0.8ก (ก.12ซอง), 119.25 
40092/11,CLACINA 5x14s GPO มีโปรซื้อเยอะ (ก.70เม็ด), 925.00 
3026/4,CLALERGY 50x10s (ก.50แผง), 233.00 
2017/1,CLARET CALCIUM L-Threonate (ส้ม) 30s (ขวด), 112.00 
2017/17,CLARET DATE PALM GLUTAMINE ช่วยนอนหลับ คลายเครียด (ม่วง) 30s (ขวด), 99.50 
2017/11,CLARET FISH OIL SOFT GEL 1200mg (ฟ้า-ทอง) 30s (ขวด), 95.00 
2017/2,CLARET L-GLUTATHIONE (ชมพู) 30s (ขวด), 119.00 
2017/8,CLARET VITAMIN B PLUS (น้ำเงิน-ทอง) 60s (ขวด), 108.00 
2017/4,CLARET ZINC PLUS (เงิน-เขียว) 45s (ขวด), 105.00 
19831/2,Claricare 100ml bayer ISOTONIC sea water spray คาริแคร์ (ก.1ขวด), 168.00 
19831/4,Clariclear nasal spray 15ml [oxymetazoline0.05%] (ก.1ขวด), 123.00 
3026/3,CLARID 1x10s (ก.1แผง), 11.00 
634,CLARITYNE 1x10s (ก.1แผง), 129.00 
1326/2,CLARIUS 0.5mg SYRUP 60ml คลาเรียส ไซรัป (ก.1ขวด), 65.00 
1326/10,CLARIUS 10x10s 0.5mg คลาเรียส เม็ดกลมฟ้า แผงอลู-อลู (ก.10แผง), 365.00 
1326/3,CLARIUS 1x10s 0.5mg คลาเรียส เม็ดกลมฟ้า แผงอลู-อลู (ก.1แผง), 40.00 
40092/12,CLARON 500mg 1x10s เม็ดรีเหลือง (ก.1แผง), 178.00 
634/3,CLATIDYNE-O 50x10s เม็ดกลมส้ม (ก.50แผง), 296.00 
654/19,Clavamox Drop (Amoxicillin+Clavulanate) 15ml (ก.1ขวด), 154.00 
4333/3,CLAVICO 1000mg 2x10s (ก.2แผง), 178.00 
4333/4,Clavico-156 DRY [KRESS] (ก.1ขวด), 65.00 
4333/6,Clavico-457 DRY [KRESS] (ก.1ขวด), 143.00 
4333/15,Clavico AMK [KRESS] 1000mg แบบกล่อง50x10s (ก.50แผง)," 4,155.00 "
4333/7,Clavico AMK [KRESS] 375mg 2x10s (ก.2แผง), 114.25 
3555/5,CLENA Acne Face Wash 50ml (หลอด), 64.50 
3818/7,CLENA EX ANTI MELASMA 15g ชมพู (ก.1หลอด), 129.25 
3818/22,CLENA EX ULTRA ANTI MELASMA 15g (ก.1หลอด), 143.00 
7781/1,CLENASCAR ACNE CLEAR BODY SPRAY 50ml (ก.1ขวด), 77.50 
3555/4,Clenascar Acne Face Wash 50ml (หลอด), 64.00 
2491/3,CLENASCAR ACNE SPOT GEL 7g เขียว (ก.1หลอด), 64.75 
3555/1,CLENASCAR AURA CUSHION FOAM 50g (หลอด), 57.75 
3818/15,CLENASCAR C 7g ขาวคาดส้ม (ก.1หลอด), 137.00 
3818/16,CLENASCAR C GEL 15g ขาว-ส้ม (ก.1หลอด), 278.25 
3818/4,CLENASCAR GEL 15g น้ำเงิน (ก.1หลอด), 135.50 
3818/6,CLENASCAR GEL 7g น้ำเงิน (ก.1หลอด), 68.50 
2491/2,CLENASCAR POST ACNE GEL 7g ม่วง บ.ขาด (กล่อง), 59.00 
3818/12,CLENASCAR SENSICARE CREAM 20g (ก.1หลอด), 129.50 
1501/5,CLENS 100 LENS DROPS (ก.1ขวด), 117.00 
600111,CLINDA GPO 150mg 10x10s มีโปรซื้อเยอะ (ก.100เม็ด), 250.00 
3858/7,CLINDA GPO 300mg 10x10s มีโปรซื้อเยอะ (ก.100เม็ด), 311.00 
2-201,CLINDALIN GEL 5g (ก.1หลอด), 34.00 
2-275,CLINDA-M 15ml มีโปรซื้อเยอะ (หลอด), 42.25 
3858/4,CLINDAMAN-300 10x10s (ก.10แผง), 333.00 
2-275/2,CLINDAMAN LOTION 15ml (ก.1หลอด), 19.75 
2-201/3,CLINDAMYCIN GEL 5g (ก.1หลอด), 22.00 
3858/6,CLINDASTAR 300mg 10x10s (ก.10แผง), 279.00 
3858/3,CLINDA-VC 300mg 10x10s (ก.10แผง), 266.00 
1090/1,CLINDA-VC inj ฉีด (ก.1ขวด), 26.50 
3858,CLINDAVID-300 10x10s (ก.10แผง), 271.00 
4298/1,CLINIBLU 50x10s (เม็ดสีเขียว) (ก.50แผง), 719.00 
4672,CLINIBLU SUSPENSION 60ml (ก.1ขวด), 32.25 
3002/5,CLINICOF (10x1x10s) (ก.10แผง), 148.00 
3002/3,CLINICOF 50x10s (ก.50แผง), 590.00 
2013/1,CLINICOLD 10x10s (ก.10แผง), 145.75 
2013/50,CLINICOLD 50x10s (ก.50แผง), 589.00 
2-823/2,CLINICOLD SYRUP 120ml (ก.1ขวด), 39.00 
2-823/1,CLINICOLD SYRUP 60ml (ก.1ขวด), 23.50 
753/1,CLINIGEL Lubricating Jelly 50g (ก.1หลอด), 35.00 
2-823/5,CLINIPECT SYRUP 250mg/60ml (ก.1ขวด), 44.00 
839/15,CLINIVATE CREAM 15g (ก.1หลอด), 24.25 
4055/5,CLINIVATE CREAM 5g (ก.1หลอด), 12.25 
839,CLINIVATE-N CREAM 15g (ก.1หลอด), 29.25 
839/35,CLINIVATE-N CREAM 35g (ก.1หลอด), 58.50 
4055,CLINIVATE-N CREAM 5g (ก.1หลอด), 14.75 
3891,CLINODERM CREAM 15g (ก.1หลอด), 39.00 
3891/35,CLINODERM CREAM 35g (ก.1หลอด), 77.75 
4058,CLINODERM CREAM 5g (ก.1หลอด), 20.00 
2688/1,CLINOVIR 200mg 5x5s (ก.5แผง), 59.00 
2687/1,CLINOVIR 400mg 5x5s (ก.5แผง), 119.00 
2-980/1,CLINOVIR-800 7x5s (ก.7แผง), 209.00 
3384/3,CLINOVIR CREAM 5g (ก.1หลอด), 29.25 
403/9,CLOBETATE CREAM 15g (ก.1หลอด), 33.50 
403/10,CLOBETATE SCALP 30ml (ก.1ขวด), 40.25 
3-008,CLOBET CREAM 10g (ก.1หลอด), 32.50 
3-0010,CLOBET CREAM 15g (ก.1หลอด), 47.00 
3-0011,CLOBET CREAM 30g (ก.1หลอด), 91.50 
3-009,CLOBET CREAM 5g (ก.1หลอด), 22.75 
2529/1,CLOMAZ-FORTE 500mg 1s ยาสอด (ก.1เม็ด), 13.00 
2177,Clonovate Cream TO 450g (กระปุก), 280.00 
07866/4,CLOPIDOGREL GPO 75mg 10x10s มีโปรซื้อเยอะ (ก.10แผง), 248.00 
07866/1,CLOPIDOGREL SANDOZ 75mg 2x14s (ก.2แผง), 489.00 
717/1,CLOPIROX SOLUTION 15ml (ก.1ขวด), 74.00 
403/7,CLOSONE CREAM 25g (ก.1หลอด), 58.00 
403/3,CLOTASOL 15g (ก.1หลอด), 27.00 
403/2,CLOTASOL 5g (ก.1หลอด), 14.00 
2199/1,CLOTRIBET-D CREAM 15g (ก.1หลอด), 20.50 
433,CLOTRIDERM CREAM 20g ซื้อเยอะ (ก.1หลอด), 15.75 
432,CLOTRIDERM CREAM 5g (ก.1หลอด), 8.50 
2531/1,CLOTRIMED LOTION 13ml (หยอดเล็บ) มีโปรซื้อเยอะ (ก.1ขวด), 18.00 
3959,CLOTRIN-B 15g *ใหม่25.50บ (ก.1หลอด), 21.25 
4091/4,CLOVER HEBS 60ml ยาแก้ไอ โคลเวอร์ เฮบ (ก.1ขวด) (ก.1ขวด), 15.50 
1551/1,CLOVIN CREAM 5g (ก.1หลอด), 13.00 
2687/2,CLOVIRAX 400mg 7x10s (เม็ดชมพูอ่อน) (ก.7แผง), 165.00 
813/1,CLOX 500 500s (กระปุก), 665.00 
813/2,CLOX 500 50x10s (ดำ-ส้ม) (ก.50แผง), 677.00 
2273,CLOXA T.O. DRY FORTE 250 (เปลือย) (ขวด), 21.50 
513/3,COAMOX 125 DRY SYRUP 60ml (รสสตอเบอรี่) [ชุมชน] (ก.1ขวด), 23.25 
513/1,COAMOX 125 ORANGE 60ml (รสส้ม) [ชุมชน] (ก.1ขวด), 23.50 
513/4,COAMOX 250 ORANGE 60ml (รสส้ม) [ชุมชน] (ก.1ขวด), 37.25 
1690/1,COBAN สีเนื้อ เทปพันยืดหยุ่นได้ 2นิ้วx5หลา 3M (ก.1ม้วน), 82.00 
454/11,CO-DIOVAN 160mg/12.5 2x14s (ก.2แผง), 771.00 
454/10,CO-DIOVAN 80mg/12.5 2x14s (ก.2แผง), 618.00 
3907/3,CODIPHEN 50mg 1x10s [ชุมชน] (ก.1แผง), 25.00 
3006/10,COHEXINE 50x10s [ชุมชน] (ก.50แผง), 204.00 
4793,COHISTA 1000s (เขียว-เหลือง) (กระปุก), 285.00 
4794,COHISTA 1000s (แดง-เหลือง) (กระปุก), 285.00 
4796,COHISTA 1000s (เทา-ขาว) (กระปุก), 285.00 
4795,COHISTA 1000s (ฟ้า-เหลือง) (กระปุก), 323.00 
4333/1,COKLAV 1000mg 1x10s [ชุมชน] (ก.1แผง), 80.00 
608/3,COKLAV 312 DRY SYRUP 60ml [ชุมชน] (ก.1ขวด), 98.00 
2-841,COLATUS 60ml (ก.1ขวด), 24.00 
3767/1,COLAXIN-O SUSPENSION 125mg 60cc ขวดเปลือย รสส้ม (ก.1ขวด), 27.50 
3767/2,COLAXIN-PL SUSPENSION 250mg 60cc (เปลือยรสองุ่น) *ใหม่56บ (ก.1ขวด), 46.00 
317,COLCHICINE 0.6mg 10x10s (ก.10แผง), 452.00 
1787/1,COLCINE 50x10s (ก.50แผง), 758.00 
320/7,COLD HOT PACK [3M] HAPPY KIDS (ก.2ชิ้น) (ก.2ชิ้น), 159.00 
320,COLD HOT PACK [3M] MINI เด็ก (S 12.0x10.5cm) (ก.1ชิ้น), 67.00 
319,COLD HOT PACK [3M] ผู้ใหญ่ SIZE M 11x26ซม (ก.1ชิ้น), 130.00 
323,COLD HOT PACK [T.CARE] A1 MINI มินิ 8x14 คูลฮอด ทีเเคร์ (มินิ) ลัง36 (กล่อง) (กล่อง), 49.00 
322,COLD HOT PACK [T-CARE] A2 SMALL เล็ก 13x14 (ลัง24ชิ้น) คูลฮอด ทีแคร์ (ก.1ชิ้น), 56.50 
318,COLD HOT PACK [T.CARE] A3 ใหญ่ 11x26 คูลฮอด ทีแคร์ (ก.1ชิ้น) (ก.1ชิ้น), 82.25 
4416,COLLAGEN Coffee Nature gift (ชมพู) 180บ คอลลาเจนคอฟฟี่เนเจอร์กิ๊ฟ มีซื้อเยอะ (ก.10ซอง), 107.50 
3595,COLOFAC 135mg 50s (ก.5แผง), 417.50 
3595/1,COLOFAC RETARD 200mg 3x10s (ก.3แผง), 489.50 
2794/2,COLPERMIN 10x10s (ก.10แผง), 812.00 
326,COMBIZYM 10x10s (ก.10แผง), 710.00 
