รหัสสินค้า,ชื่อสินค้า,ราคา (ดิบ)
163,CANESTEN Vaginal Tablets 100 mg 6's (BAYER),ราคา 156.00 บาท
164,CANESTEN Vaginal Tablet 500 mg 1's (BAYER),ราคา 170.00 บาท
165,CAPIROX 10 mg 10's,ราคา 16.00 บาท
166,CAPIROX 20 mg 10's,ราคา 21.00 บาท
167,CAPSIKA Gel 35 g (BKD),ราคา 61.00 บาท
168,CAPSULE No.0 แคปซูลเปล่า 1000 ชิ้น/ถุง,ราคา 88.00 บาท
169,CAPSULE No.1 แคปซูลเปล่า 1000 ชิ้น/ถุง,ราคา 80.00 บาท
170,CARDIL 120 mg 100's,"ราคา 1,620.00 บาท"
171,CARDIPRIN 100 mg (3X30's),ราคา 238.00 บาท
172,CARDURA 1 mg (10X10's),ราคา 113.00 บาท
173,CARDURA 2 mg (10X10's),ราคา 133.00 บาท
174,CARDURA 4 mg (10X10's),ราคา 186.00 บาท
176,CATAFLAM 50 mg 2X10's (Novartis),ราคา 168.00 บาท
177,CATALIN Ophthalmic Solution 15 ml,ราคา 135.00 บาท
179,CATHERINE กลิ่นเก็กฮวย 32 ซอง/กล่อง,ราคา 99.50 บาท
180,CATHERINE กลิ่นเก็กฮวย 16 ซอง/กล่อง,ราคา 60.50 บาท
181,CELEBREX 200 mg (10X10's),ราคา 234.00 บาท
183,CEMOL 500 mg 100's (CPL),ราคา 26.50 บาท
184,CENTRUM NEW FORMULA 100's,ราคา 684.00 บาท
185,CENTRUM NEW FORMULA 30's,ราคา 224.00 บาท
188,XARATOR 40 mg 3X10's (VIATRIS),ราคา 815.00 บาท
189,CETAPHIL 250 ml,ราคา 285.00 บาท
190,CETAPHIL 500 ml,ราคา 430.00 บาท
191,CETRIZIN 10X10's (TO),ราคา 62.00 บาท
192,CETTEC 10X10's (Medicpharma),ราคา 55.00 บาท
193,CETTEC Syrup 100 ml (Medicpharma),ราคา 20.00 บาท
194,ยาเม็ด ตรางามระหง 80's,เหลือ 36.00 บาท
195,ยาชง ตรางามระหง 60 g,ราคา 61.00 บาท
196,ชาพยัพเมฆ 36 ซอง/กล่อง,ราคา 190.00 บาท
197,CHALKTAP 1250 mg (50X10's),ราคา 19.80 บาท
198,CHALKTAP 1500 mg (50X10's),ราคา 21.00 บาท
203,CHLORPHENIRAMINE 10X100's/แพ็ก (AU),ราคา 66.00 บาท
204,CHLORPHENIRAMINE 1000's (AU),ราคา 34.00 บาท
205,CHLOR-PYRAD Ointment 15 g,ราคา 15.50 บาท
206,CHRONOL (25X4's),ราคา 206.00 บาท
207,CIFLOXIN 500 mg 1X10's (SIAM),ราคา 66.00 บาท
209,CISTEINE 100 mg 60 ml (TNP),ราคา 33.00 บาท
210,CISTEINE 250 mg 60 ml (TNP),ราคา 36.50 บาท
211,CLARITYNE 10 mg 1X10's (BAYER),ราคา 130.00 บาท
214,CLARON 500 mg 10's (SIAM),ราคา 225.00 บาท
216,CLINDA-M 15 ml,ราคา 44.50 บาท
217,CLOBET Cream 10 g (BIOPHARM),ราคา 34.00 บาท
218,CLOBET Cream 5 g (BIOPHARM),ราคา 23.00 บาท
219,CLOTON Syrup 60 ml (TNP),ราคา 20.00 บาท
221,CO-DIOVAN (160/25mg) กล่อง 2X14's,ราคา 845.00 บาท
222,CO-DIOVAN (80/12.5) 2X14's Novartis,ราคา 635.00 บาท
223,PATAR COD LIVER OIL 1000's (PATAR),ราคา 445.00 บาท
225,COLATUS Syrup 60 ml (TNP),ราคา 25.00 บาท
226,COLCHICINE 0.6 mg 10X10's (Medinova),ราคา 455.00 บาท
227,NEXCARE COLD HOT PACK Size M (3M),ราคา 135.00 บาท
228,COLOFAC 135 mg 5X10's (Abbott),ราคา 431.00 บาท
229,COMBIZYM (10X10's),ราคา 72.00 บาท
230,CON CON 15 ml (BLHUA),ราคา 40.50 บาท
231,CONCOR 5 mg 10X10's (MERCK),ราคา 83.50 บาท
233,CONTROLOC 40 mg 14's (TAKEDA),ราคา 840.00 บาท
234,CORDARONE 200 mg 30's (SANOFI),ราคา 590.00 บาท
235,สำลีแผ่น ตรารถพยาบาล 50 g,ราคา 21.00 บาท
236,สำลีม้วน ตรารถพยาบาล 25 g,ราคา 11.00 บาท
237,สำลีก้อน 0.35 กรัม ตรารถพยาบาล 450 g,ราคา 128.00 บาท
238,COUNTERPAIN Cream 120 g (TAISHO),ราคา 126.75 บาท
239,COUNTERPAIN Cream 30 g (TAISHO),ราคา 43.50 บาท
240,COUNTERPAIN Cream 60 g (TAISHO),ราคา 73.50 บาท
241,COUNTERPAIN COOL Gel 120 g (TAISHO),ราคา 134.50 บาท
242,COUNTERPAIN COOL Gel 30 g (TAISHO),ราคา 51.00 บาท
243,COUNTERPAIN COOL Gel 60 g (TAISHO),ราคา 80.00 บาท
245,COZAAR 50 mg 30's (MSD),ราคา 890.00 บาท
246,CURAM 1000 mg 6X2's (SANDOZ),ราคา 164.00 บาท
250,CYCLO-PROGYNOVA 1X21's (BAYER),ราคา 167.00 บาท
251,เกลือแร่ ดีแชมป์ DECHAMP รสส้ม 50 ซอง/กล่อง,ราคา 152.00 บาท
252,DAFLON 500 mg 30's,ราคา 285.00 บาท
258,DALACIN 300 mg (2X10's),ราคา 488.00 บาท
260,DERMATIX SCAR 5 g,ราคา 347.00 บาท
261,I RON F 200 mg 100X10's (PATAR),ราคา 240.00 บาท
262,TERUMO MEDISAFE EX STRIPS+เข็ม 30 ชิ้น/กล่อง,ราคา 485.00 บาท
263,DEPAKINE 200 mg 40's (SANOFI),ราคา 181.50 บาท
264,DEPAKINE Solution 60 ml (SANOFI),ราคา 254.00 บาท
265,DEPO-GESTIN 3 ml (ANB),ราคา 17.50 บาท
266,DERMATOP Cream 5 g (SANOFI),ราคา 52.50 บาท
267,DERMAZIN Cream 25 g (SANDOZ),ราคา 65.00 บาท
268,DERMOVATE Cream 15 g (GSK),ราคา 150.00 บาท
269,DERMOVATE Cream 5 g (GSK),ราคา 54.50 บาท
270,DERMOVATE Ointment 5 g (GSK),ราคา 57.00 บาท
271,DERMOVATE SCALP 30 ml (GSK),ราคา 187.00 บาท
272,DESEC 20 mg 2X10's (TO),ราคา 34.00 บาท
276,DETTOL 500 ml,ราคา 415.00 บาท
280,DexOph EYE-EAR Drops 4 ml,ราคา 23.00 บาท
281,DIANE-35 1X21's (BAYER),ราคา 163.50 บาท
282,DICHLOTRIDE (50X10's),ราคา 14.00 บาท
283,DICLOCILLIN 250 mg 500's (TO),ราคา 525.00 บาท
284,DICLOCILLIN 500 mg 250's (TO),ราคา 495.00 บาท
285,DIFELENE 25 mg 10's (TNP),ราคา 13.00 บาท
286,DIFELENE 50 mg 10's (TNP),ราคา 20.50 บาท
287,DIFELENE Gel 30 g (TNP),ราคา 34.00 บาท
288,DIFELENE Gel 60 g (TNP),ราคา 60.00 บาท
289,DILATREND 12.5 mg (10X10's),ราคา 232.00 บาท
290,DILATREND 25 mg (10X10's),ราคา 255.00 บาท
291,DILIZEM 30 mg 10X10's (BERLIN),ราคา 158.00 บาท
292,DIMENHYDRINATE 100X10's (AU),ราคา 215.00 บาท
293,DIORA 1X21's (TNP),ราคา 36.00 บาท
294,DIORA 1X28's (TNP),ราคา 36.00 บาท
295,DIOVAN 160 mg 2X14's (Novartis),ราคา 745.00 บาท
296,DIOVAN 80 mg 2X14's (Novartis),ราคา 592.00 บาท
298,DIPROSALIC Ointment 15 g,ราคา 233.00 บาท
299,DIPROSALIC Ointment 5 g,ราคา 103.00 บาท
300,DIPROSONE Cream 15 g,ราคา 143.00 บาท
301,DIPROTOP Ointment 5 g,ราคา 80.00 บาท
302,DETRUSITOL SR 4 mg 30's,"ราคา 1,690.00 บาท"
303,DITIZEM 30 mg 10X10's (SIAM),ราคา 193.00 บาท
304,DOPROCT Ointment 10 g (CP),ราคา 55.00 บาท
305,DOPROCT Suppository 10's (CP),ราคา 55.00 บาท
306,DOSANAC Gel 25 g (SIAM),ราคา 42.50 บาท
307,DOXYCLATE 100 mg 500's (TO),ราคา 395.00 บาท
308,DRAMAMINE 50 mg 10X10's (TAISHO),ราคา 147.00 บาท
311,DULCOLAX Suppository 10's,ราคา 127.00 บาท
312,DUPHALAC 200 ml (Abbott),ราคา 226.00 บาท
313,DURAN 400 mg 1X10's (TNP),ราคา 20.00 บาท
314,DURAN Syrup 60 ml (TNP),ราคา 28.00 บาท
315,DUREX คิงเท็ค 3 ชิ้น/กล่อง,ราคา 39.50 บาท
316,DUREX สตรอเบอร์รี่ 3 ชิ้น/กล่อง,ราคา 67.50 บาท
317,DUREX เซนเซชั่น 3 ชิ้น/กล่อง,ราคา 67.50 บาท
318,DUTROSS 60 ml (TNP),ราคา 22.00 บาท
319,DUTROSS EX 60 ml (TNP),ราคา 34.00 บาท
320,ELMETACIN COOL Spray 50 ml,ราคา 128.00 บาท
321,ELOMET Cream 15 g,ราคา 196.00 บาท
322,ELOMET 0.1% Cream 5 g (MSD),ราคา 95.00 บาท
323,ELOMET Lotion 30 ml (MSD),ราคา 377.00 บาท
324,EMLA 5% Cream 30 g,ราคา 665.00 บาท
325,EMULAX BISACODYL 1000's,ราคา 132.00 บาท
326,ENARIL 20 mg 10X10's (BIOPHARM),ราคา 90.00 บาท
327,ENARIL 5 mg 10X10's (BIOPHARM),ราคา 59.50 บาท
328,ENSURE 850 g กลิ่นวานิลลา (Abbott),ราคา 0.00 บาท
329,BLACKMORES EVENING PRIMROSE OIL 1000 mg 60's,ราคา 415.00 บาท
330,EQUAL CLASSIC ชนิดผง 50 ซอง,ราคา 78.00 บาท
331,EQUAL CLASSIC Tablets 100's,ราคา 82.00 บาท
332,ERFUZIDE 30 ml,ราคา 23.00 บาท
333,ESPERSON Cream 5 g (SANOFI),ราคา 40.50 บาท
335,EUCALYPTUS OIL 15 ml (วิทยาศรม),ราคา 34.00 บาท
336,EUCALYPTUS OIL 30 ml (วิทยาศรม),ราคา 52.00 บาท
337,BLACKMORES EXEC-B 60's,ราคา 370.00 บาท
338,EXLUTON 1X28's (MSD),ราคา 98.00 บาท
343,EZON-T Ointment 10 g (UNISON),ราคา 40.00 บาท
344,EZON-T Solution 10 ml (UNISON),ราคา 41.50 บาท
345,FML Ophthalmic Suspension 5 ml,ราคา 86.00 บาท
346,FMP 1X28's (TNP),ราคา 21.00 บาท
349,FAIRE VISA 12กล่องX3ชิ้น/โหล,ราคา 165.00 บาท
350,FASTUM Gel 30 g (Menarini),ราคา 78.00 บาท
351,FBC (20X100's),ราคา 64.00 บาท
355,FENISTIL Gel 20 g,ราคา 59.00 บาท
356,FERLI-6 1000's,ราคา 288.00 บาท
358,FISHERMAN เขียวมิ้นท์ 24X25g,ราคา 28.00 บาท
359,FISHERMAN SUGAR FREE มิ้นท์ 24X25g,ราคา 28.00 บาท
360,FISHERMAN ANISEED 24X25g,ราคา 28.00 บาท
361,FISHERMAN รสดั้งเดิม 24X25g,ราคา 28.00 บาท
363,FITNE ชาชงสมุนไพร กลิ่นเก็กฮวย 8X20g/ห่อ,ราคา 42.00 บาท
364,FITNE ชาชงสมุนไพร กลิ่นเก็กฮวย 30X75g/ห่อ,ราคา 128.00 บาท
365,FITNE ชาชงสมุนไพร กลิ่นเก็กฮวย 15X37.5g/ห่อ,ราคา 72.00 บาท
366,FITNE ยาแคปซูลสมุนไพร 20's,ราคา 90.00 บาท
367,FITNE ชาชงสมุนไพร กลิ่นชาเขียว 8X18g/ห่อ,ราคา 42.00 บาท
368,FITNE ชาชงสมุนไพร กลิ่นชาเขียว 15X35.25g/ซอง,ราคา 72.00 บาท
369,FITNE ชาชงสมุนไพร สูตรดั้งเดิม 40X80g/ห่อ,ราคา 128.00 บาท
370,FITNE ชาชงสมุนไพร สูตรดั้งเดิม 20X40g/ห่อ,ราคา 72.00 บาท
372,FLAMIC 10 mg 10X10's (SIAM),ราคา 170.00 บาท
373,FLAMIC Gel 25 g (SIAM),ราคา 45.50 บาท
374,FLANIL Cream 100 g (BIOPHARM),ราคา 65.00 บาท
375,FLANIL Cream 30 g (BIOPHARM),ราคา 24.50 บาท
376,FLANIL Cream 60 g (BIOPHARM),ราคา 43.50 บาท
377,FLEMEX 50X10's (Medinova),ราคา 29.60 บาท
378,FLEMEX Syrup 120 ml (Medinova),ราคา 80.50 บาท
379,FLEMEX Syrup 60 ml (Medinova),ราคา 49.50 บาท
380,FLEMEX KIDS Syrup 60 ml (Medinova),ราคา 41.50 บาท
381,FLEMEX-AC Granules 30X5g/กล่อง (Medinova),ราคา 121.00 บาท
382,FLIXONASE Aqueous Nasal Spray 120 sprays (GSK),ราคา 438.00 บาท
383,FLORA ยาสตรีฟลอร่าแคปซูล 30's,ราคา 91.00 บาท
384,FORTZAAR (100mg/25mg) 3X10's ORGANON,"ราคา 1,036.00 บาท"
385,FTOROCORT 0.1% Cream 15 g (UNISON),ราคา 32.75 บาท
386,FUCIDIN Cream 5 g,ราคา 88.00 บาท
387,FUCIDIN Ointment 15 g,ราคา 174.00 บาท
388,FUCIDIN Ointment 5 g,ราคา 87.00 บาท
390,FUGACAR 500 mg 1's กลิ่นผลไม้ (Janssen),ราคา 27.00 บาท
391,FUNGAZOL 200 mg 25X10's (BIOPHARM),ราคา 19.00 บาท
392,FUNGIDERM-B Cream 10 g (GREATER),ราคา 28.00 บาท
393,FUNGIDERM-B Cream 20 g (GREATER),ราคา 52.00 บาท
394,FUNGIDERM-B Cream 5 g (GREATER),ราคา 18.00 บาท
395,FUTURO KNEE COMFORT SUPPORT No.L อุปกรณ์พยุงเข่า (3M),ราคา 265.00 บาท
396,FUTURO KNEE COMFORT SUPPORT No.M อุปกรณ์พยุงเข่า (3M),ราคา 265.00 บาท
397,FUTURO KNEE COMFORT SUPPORT No.S อุปกรณ์พยุงเข่า (3M),ราคา 265.00 บาท
398,FUTURO ANKLE SUPPORT No.L อุปกรณ์พยุงข้อเท้า (3M),ราคา 265.00 บาท
399,FUTURO ANKLE SUPPORT No.M อุปกรณ์พยุงข้อเท้า (3M),ราคา 265.00 บาท
400,FUTURO ANKLE SUPPORT No.S อุปกรณ์พยุงข้อเท้า (3M),ราคา 265.00 บาท
404,FAVOTAN (5/50mg) 3X10's FRX,ราคา 805.00 บาท
405,FYBOGEL ORANGE 10 ซอง/กล่อง,ราคา 188.00 บาท
406,GANOSPEC 500 mg (12X10's),ราคา 44.50 บาท
407,GARAMYCIN Cream 15 g (BAYER),ราคา 102.00 บาท
409,GARCINIA ส้มแขก อ้วยอันโอสถ 100's,ราคา 90.50 บาท
413,GAUZE PAD STERILE 2x2 inch 100 ชิ้น/กล่อง (Pharmahof),ราคา 130.00 บาท
416,GENTREX Cream 5 g,ราคา 21.50 บาท
417,GLUCOLIN GLUCOSE-D 400 g,ราคา 134.00 บาท
418,GLAUCO-OPH EYE Drops 5 ml,ราคา 98.00 บาท
419,GLUCOPHAGE 500 mg 50X10's (MERCK),ราคา 21.60 บาท
420,GLUCOPHAGE 850 mg 30X10's (MERCK),ราคา 37.00 บาท
422,GLUCOSE INJECTION 50 ml (ANB),ราคา 23.50 บาท
423,GLYCERIN Suppository สำหรับเด็ก (NL),ราคา 51.50 บาท
424,GLYCERIN Suppository สำหรับผู้ใหญ่ (NL),ราคา 51.50 บาท
427,GRIPE WATER 148 ml,ราคา 117.00 บาท
428,GYNECON Vaginal Tablets (20X5's),ราคา 14.00 บาท
429,HAEMOVIT เฮโมวิต เม็ดสีแดง 100's,ราคา 71.75 บาท
430,HAFIF Shampoo 50 ml (RX),ราคา 44.00 บาท
431,HAREX BALM 60 g,ราคา 52.50 บาท
432,HERBESSER 30 mg (100X10's),ราคา 46.00 บาท
433,HERBESSER 60 mg (10X10's),ราคา 65.50 บาท
434,HERBESSER 90 SR (10X10's),ราคา 102.00 บาท
435,HERBESSER R 100 (10X10's),ราคา 106.00 บาท
436,HERBESSER R 200 (10X10's),ราคา 160.00 บาท
437,HEXIN LICE KILLER Cream 20 g,ราคา 29.00 บาท
439,HICEE 500 mg 10X15's (TAKEDA),ราคา 61.50 บาท
440,HIDIL 300 mg 10X10's (BERLIN),ราคา 194.00 บาท
441,HIDIL 600 mg 10X10's (BERLIN),ราคา 340.00 บาท
442,HIRUDOID Cream 20 g,ราคา 137.00 บาท
443,HIRUDOID Cream 40 g,ราคา 212.00 บาท
444,HIRUDOID FORTE cream 20 g,ราคา 212.00 บาท
445,HIRUDOID FORTE cream 40 g,ราคา 328.00 บาท
448,HISTA-OPH EYE Drops 10 ml,ราคา 36.50 บาท
449,HISTA-OPH EYE Drops 5 ml,ราคา 29.50 บาท
450,HYDROGEN 30 ml (วิทยาศรม),ราคา 72.00 บาท
451,HYDROGEN 450 ml (ศิริบัญชา),ราคา 18.50 บาท
452,HYDROGEN 6X60ml (ศิริบัญชา),ราคา 7.50 บาท
453,HYZAAR (50/12.5mg) 30's MSD,ราคา 900.00 บาท
455,IBIAMOX DRY Syrup (125mg/5ml) 60 ml SIAM,ราคา 62.00 บาท
456,IBIAMOX DRY Syrup (250mg/5ml) 60 ml SIAM,ราคา 72.00 บาท
457,IBILEX 500 mg 10X10's (SIAM),ราคา 74.00 บาท
458,IBILEX Suspension (125mg/5ml) 60 ml SIAM,ราคา 65.50 บาท
460,ILIADIN NASAL Drops สำหรับเด็ก,ราคา 82.00 บาท
461,ILIADIN NASAL Drops สำหรับผู้ใหญ่,ราคา 78.00 บาท
462,IMMUNYTOP กระเทียมสกัด 2000 mcg 100's (KMP),ราคา 218.00 บาท
464,BETADINE GARGLE 30 ml,ราคา 148.00 บาท
465,ISOPTO CARPINE Ophthalmic Solution 15 ml,ราคา 96.00 บาท
466,CARDOXA 4 mg 10X10's (SPS),ราคา 18.00 บาท
467,ROXITOP 150 mg 10X10's (Farmaline),ราคา 188.00 บาท
468,ISOTRATE 10 mg 50X10's (BERLIN),ราคา 7.50 บาท
469,IYAFIN JUNIOR PE รสผลไม้รวม 60 ml (TNP),ราคา 29.00 บาท
470,JINTAN ยายินตันเม็ดสีเงิน 25 ซอง,ราคา 342.00 บาท
476,KY JELLY 42 g เจลหล่อลื่น,ราคา 158.00 บาท
477,KY JELLY 82 g เจลหล่อลื่น,ราคา 225.00 บาท
478,KAL-CEE Effervescent รสส้ม 10's (BLHUA),ราคา 45.50 บาท
479,KAMILLOSAN-M Spray 15 ml (Menarini),ราคา 145.00 บาท
480,KANOLONE ORAL Paste 50X1g/กล่อง (LBS),ราคา 235.00 บาท
482,KELA Cream 5 g (TO),ราคา 18.00 บาท
483,KELA Lotion 30 ml (TO),ราคา 25.00 บาท
484,KETAZON Shampoo 100 ml (SIAM),ราคา 98.00 บาท
485,KIT F Drops 15 ml (CP),ราคา 15.50 บาท
487,KOOLFEVER Children 6 แผ่น/กล่อง,ราคา 78.00 บาท
488,ยาน้ำมันกวางลุ้ง 57 ml เบอร์ 1,ราคา 138.50 บาท
489,ยาน้ำมันกวางลุ้ง 28 ml เบอร์ 2,ราคา 93.50 บาท
490,ยาน้ำมันกวางลุ้ง 15 ml เบอร์ 3,ราคา 62.50 บาท
491,น้ำมันยากวางลุ้ง เอช อาร์ 3 ml เบอร์ 5,ราคา 18.50 บาท
492,Lac-Oph EYE Drops 10 ml,ราคา 27.00 บาท
495,GARLIC กระเทียม อ้วยอันโอสถ 100's,ราคา 210.00 บาท
501,LASIX 40 mg 500's (SANOFI),"ราคา 1,535.00 บาท"
