รหัสสินค้า,ชื่อสินค้า,ราคา (ดิบ)
15088,UE COF 18 GM.X20ซอง.(ยาอม มะขามป้อม กลิ่นสเปียร์มินท์),437.00 บาท/กล่อง
15087,UE COF 18 GM.X20ซอง.(ยาอม มะขามป้อม กลิ่นส้มยูสุ),437.00 บาท/กล่อง
14024,UE COF 18 GM.X20ซอง.(ยาอมแก้ไอ มะขามป้อม),437.00 บาท/กล่อง
16744,UE COF 5.4 GM.X20ซอง.(ยาอม มะขามป้อม กลิ่นน้ำผึ้งเลมอน),154.00 บาท/กล่อง
15089,UE COF 60 ML.(ยาน้ำแก้ไอ มะขามป้อม) ขวดแดง,17.50 บาท/ขวด
15898,UE COF 60 ML.(ยาน้ำแก้ไอเด็ก มะขามป้อม) กลิ่นสตรอเบอรี่,23.75 บาท/ขวด
12961,UE COF HERBAL MOUTH SPRAY 15 ML,92.00 บาท/กล่อง
13980,UE COF OS 120 ML.(ยาน้ำแก้ไอ มะขามป้อม no sugar ) ขวดฟ้า,30.50 บาท/ขวด
13992,ULCEFATE 1 GM.100'S (sucrafate)siam,713.00 บาท/กล่อง
13361,ULCEFATE 20X5ML (sucrafate)siam,482.00 บาท/กล่อง
16196,ULCEFATE 240 ML.(sucrafate)siam,495.00 บาท/ขวด
13362,ULCEFATE 60 ML. (sucrafate)siam,148.00 บาท/ขวด
13358,ULGASTRIN 42'S ราคาใหม่ 200-,112.00 บาท/ขวด
13364,ULTRACARBON N.F 5x10'S,357.00 บาท/กล่อง
14132,ULTRACARBON 50'S,176.00 บาท/กล่อง
10168,ULTRAPRO 900 GM chocolate,"1,480.00 บาท/กระป๋อง"
10169,ULTRAPRO 900 GM vanilla,"1,480.00 บาท/กระป๋อง"
16511,"ULTRASONIC MESH NEBULIZER ""prosper"" เครื่องพ่นละอองยา",720.00 บาท/เครื่อง
16199,UMAFEN 200 MG. 50 X10'S,240.00 บาท/กล่อง
15932,UMAFEN 400 MG. 50 X10'S,326.25 บาท/กล่อง
15920,Umbili ชิ่วชิ่ว สติ๊กเกอร์ไล่ยุงกลิ่นเจอเรเนียม10 แผ่น,53.00 บาท/กล่อง
15919,Umbili ชิ่วชิ่ว สติ๊กเกอร์ไล่ยุงกลิ่นลาเวนเดอร์ 10 แผ่น,53.00 บาท/กล่อง
15921,Umbili ชิ่วชิ่ว สติ๊กเกอร์ไล่ยุงกลิ่นส้มซีตรัส 10 แผ่น,53.00 บาท/กล่อง
16241,Umbili อัมบิลี่ แป้งน้ำสบายตัว,79.00 บาท/กล่อง
15707,UMEGOT 1X10'S สูตร cafergot,16.50 บาท/กล่อง
15276,UMEGOT 25X10'S สูตร cafergot,400.00 บาท/กล่อง
10983,UNIDERM 15 GM.,41.00 บาท/หลอด
11033,UNIREN SPRAY 60 ML.,126.00 บาท/ขวด
13369,UNISON U-ENEMA 100 ML.,22.50 บาท/กล่อง
13368,UNISON ADULT 20 ml.(1กล่องมี10ลูก),76.00 บาท/กล่อง
13367,UNISON OINTMENT 15 GM.,14.50 บาท/หลอด
13370,UNISON เด็ก 10 ลูก,70.75 บาท/กล่อง
14605,UNOMINT 10'S,46.00 บาท/กล่อง
11983,UNOMINT 10'S MEGA,45.00 บาท/แผง
12756,URIEF 4 MG 3X10'S,465.00 บาท/กล่อง
14369,URINAL screw cap 1000 ml for man,67.00 บาท/กล่อง
16579,UROFLOW 3X10'S MEGA,510.00 บาท/กล่อง
11346,U-SPA 100 MG 10X10'S,220.00 บาท/กล่อง
15056,U-SPA 200 MG 10X10'S,323.00 บาท/กล่อง
15372,USU-PITY ถุงยางอนามัย สตรอเบอร์รี่ 56 มี 4 ชิ้น,82.00 บาท/กล่อง
16243,UTMOS 30 MG.10 X10'S berlin,392.00 บาท/กล่อง
13745,V GIFF เม็ด 3X10'S 295-,184.00 บาท/กล่อง
13744,V GIFF ยาน้ำสตรี 300 ML.,134.00 บาท/ขวด
13743,V GIFF ยาน้ำสตรี 500 ML.,199.00 บาท/ขวด
16090,VAGICIN VAGINA TABLET 5'S,29.50 บาท/กล่อง
14103,VALDA ลูกอม 20'S LEMON 1 กล่อง12 ซอง INOVA ขายยกกล่อง,282.00 บาท/กล่อง
14104,VALDA ลูกอม 20'S menthol 1 กล่อง12 ซอง INOVA ขายยกกล่อง,282.00 บาท/กล่อง
14106,VALDA ลูกอม50'S lemon 1 กล่อง10 ตลับ INOVA,432.00 บาท/กล่อง
14105,VALDA ลูกอม50'S menthol 1 กล่อง10 ตลับ INOVA,432.00 บาท/กล่อง
14494,VALERBET-N CREAM 15 GM,37.00 บาท/หลอด
11650,VALIAN-X 1แพคมี 12 กล่อง,93.50 บาท/กล่อง
16746,VALOVIR 500 MG.1X10'S สูตร valtrex,432.00 บาท/กล่อง
14741,VALOVIR 500 MG.5X10'S สูตร valtrex,415.00 บาท/แผง
14031,VALSARTAN GPO 160 MG. 3X10'S ขายขาดไม่รับคืน,168.00 บาท/กล่อง
13381,VALTREX 500 MG.1X10'S,845.00 บาท/แผง
16552,VAMAZOLE 500 MG 1'S (cotrimazole ),18.00 บาท/กล่อง
11420,VAMAZOLE 500 MG. 1'S มีเครื่องมือ COTRIMAZOLE,18.00 บาท/กล่อง
11651,VAMP 10'S,"1,000.00 บาท/กล่อง"
13382,VAPEX 5 ML.,28.50 บาท/ชิ้น
13384,VAPEX (ยาดม),15.00 บาท/ชิ้น
13383,VAPEX 14 ML.,66.00 บาท/ชิ้น
14723,VAROVIR 5X10S ขายขาดไม่รับคืน,0.00 บาท/
13388,VASTAREL MR 35 MG. 2X30'S,552.00 บาท/กล่อง
10065,V-CAP Simethicone150 mg.10X10'S,118.00 บาท/กล่อง
16365,VECALOL 12.5 MG 10X10'S exp16/8/26,620.00 บาท/กล่อง
16366,VECALOL 25 MG 10X10'S exp4/6/26,775.00 บาท/กล่อง
16364,VECALOL 6.25 MG 10X10'S exp19/7/26,542.00 บาท/กล่อง
16519,VECIN 3X10'S ขายยกกล่อง AESCIN macrophar,84.00 บาท/กล่อง
12366,VEET 25 GM. สีชมพู สำหรับผิวธรรมดา เชียบัตเตอร์,114.50 บาท/หลอด
12365,VEET 25 GM. สีฟ้า ผิวบอบบาง,114.50 บาท/หลอด
10872,VEFLOX 500 MG 10'S,106.00 บาท/กล่อง
14633,VELDENT DENTURE ADHESIVE CREAM 60 GM,197.00 บาท/หลอด
14455,VELDENT MOUTH SPRAY + finger root 18 ML.,150.00 บาท/ขวด
13978,VELDENT MOUTH SPRAY 18 ML.,79.00 บาท/ขวด
14093,VELDENT thai herb TOOTHPASTE 100 gm,83.00 บาท/หลอด
12675,VELDENT ULTIMATE AMAZING BRIGHT 100 GM,78.00 บาท/หลอด
12673,VELDENT ULTIMATE EXTREME AWAKE 100 GM.,78.00 บาท/หลอด
15523,VENSIX 25X4'S,118.00 บาท/กล่อง
13392,VENTOLIN EVOHALER,185.00 บาท/ขวด
16654,VENUZ ONE 1'S 1 กล่อง 10 แผง( ยาเม็ดคุมกำเนิดฉุกเฉิน)NEOCA,12.50 บาท/แผง
10748,VERRUMAL 13 ML.,207.00 บาท/ขวด
14071,VESCIDINE 400 MG500'S สีเขียว,640.00 บาท/ขวด
14019,VESCONAC 25 MG1000'S กลมเหลือง,135.00 บาท/ขวด
13958,VESCONAC 50 MG1000'S รีเหลือง,240.00 บาท/ขวด
12759,VESICARE 5 MG. 10X10'S,"1,300.00 บาท/กล่อง"
14979,VESOPH 5 ML 42-,18.00 บาท/ขวด
13957,VESTAN500 MG 25X10'S,200.00 บาท/กล่อง
13415,VGR 100 MG. 4'S ขายขาดไม่รับคืน,"1,390.00 บาท/กล่อง"
13395,VIAFLEX 1500 MG 30,285.00 บาท/Pcs.
13399,VIARTRIL-S 500 MG. 90'S mylan,938.00 บาท/กล่อง
13396,VIARTRIL-S ผง 30 ซอง mylan,990.00 บาท/กล่อง
11512,VIBEE 10x10's,230.00 บาท/กล่อง
15430,VIBOOSTA 20'S เม็ดฟู่ ACEROLA CHERRY,79.00 บาท/หลอด
16065,VIBOOSTA 20'S เม็ดฟู่ C-force 1000,79.00 บาท/หลอด
15429,VIBOOSTA 20'S เม็ดฟู่ COLLA CAL D,79.00 บาท/หลอด
16120,VIBOOSTA 20'S เม็ดฟู่ ENZY,79.00 บาท/หลอด
15684,VIBOOSTA 20'S เม็ดฟู่ LUTEIN PLUS,79.00 บาท/หลอด
16066,VIBOOSTA 20'S เม็ดฟู่ Magnesium plus,79.00 บาท/หลอด
15428,VIBOOSTA 20'S เม็ดฟู่ multivit,79.00 บาท/หลอด
16694,VIBOOSTA 20'S เม็ดฟู่ POSTIC FIBER,79.00 บาท/หลอด
14882,VICK BABY BALSUM 50 GM.,216.00 บาท/ขวด
13409,VICK VAPORUB 10 GM 1กล่องมี 60 ตลับ,510.00 บาท/โหล
13412,VICK VAPORUB 25 GM.,96.00 บาท/ขวด
13410,VICK VAPORUB 5 GM. 24- 1กล่องมี 60 ตลับ,"1,380.00 บาท/กล่อง"
13411,VICK VAPORUB 50 GM.,184.00 บาท/ขวด
16413,VICKS VAPODROP รสน้ำผึ้งมะนาว /ซองละ 8's 24ซอง exp 11/26,30.00 บาท/ซอง
16414,VICKS VAPODROP รสน้ำผึ้งมะนาว 1กล่องมี 2x12 เม็ด,70.25 บาท/กล่อง
16412,VICKS VAPODROP รสส้ม /ซองละ 8 เม็ด 24ซองexp12/2026,28.50 บาท/ซอง
16415,VICKS VAPODROP รสส้ม 1กล่องมี 2x12 เม็ด,70.25 บาท/กล่อง
14550,VIDETAPP SYRUP 60 ML สูตร dimetapp,18.50 บาท/ขวด
13413,VIDISIC GEL 10 GM.,129.00 บาท/หลอด
16439,VIDOXIN 100 MG 25X10'S ขายยกกล่อง,195.00 บาท/กล่อง
13103,VIFAS 180 MG 10'S siam,98.00 บาท/กล่อง
13102,VIFAS 60 MG 10'S siam,49.00 บาท/กล่อง
11289,VIGAMOX 5 ML. moxifloxacin,183.50 บาท/ขวด
10031,VILERM 200 MG. 1x25'S siam,155.00 บาท/กล่อง
10045,VILERM 400 MG. 14X5'S siam,630.00 บาท/กล่อง
10042,VILERM 800 MG. 7X5'S siam,450.00 บาท/กล่อง
10047,VILERM CREAM 10x1 GM. siam,130.00 บาท/กล่อง
10035,VILERM CREAM 5 GM. siam,62.00 บาท/กล่อง
13541,VIRGIN COCONUT OIL 200 ML,172.00 บาท/ขวด
10049,VIROGON 400 MG. 7X10'S,355.00 บาท/กล่อง
10048,VIROGON 800 MG 7.X5'S,355.00 บาท/กล่อง
10038,VIROGON TAB 200 MG. 1x25'S silom,102.00 บาท/กล่อง
14471,VIRUNO60mg 3X5'S ฟ้าทะลายโจร exp10/26 1free1 (ของแถมตัดบาร์),140.00 บาท/กล่อง
13860,VISANNE 2 MG 28'S,"2,370.00 บาท/กล่อง"
11292,VISLUBE 0.45 ML. X20 t,353.00 บาท/กล่อง
15349,VISTRA advanced elastin peptide plus collagen 5000 mg,340.00 บาท/กล่อง
14982,VISTRA BON-ACTIVE BIO CALCIUM 30'S,350.00 บาท/ขวด
14821,VISTRA COLLAGEN TYPE II 1000 MG 10 ซอง,419.00 บาท/กล่อง
15126,VISTRA DAILY COMPLETE PROBIOTICS 30'S,510.00 บาท/ขวด
15280,VISTRA L-CARNITINE PLUS SAFFRON 30'S,362.00 บาท/ขวด
14308,VISTRA RELACZA PLUS 30'S,258.00 บาท/ขวด
13475,VISTRA UC-II 40 MG30'S,527.00 บาท/ขวด
13438,VISTRA ACEROLA CHERRY 1000 MG.100'S,512.00 บาท/ขวด
13421,VISTRA ACEROLA CHERRY 1000 MG.45'S,234.00 บาท/ขวด
14573,VISTRA ACEROLA CHERRY 2000 PLUS .30'S,312.00 บาท/ขวด
13454,VISTRA acerola cherry 45's+grape seed 20's)DOUBLE GIFT SET,242.00 บาท/แพค
15652,VISTRA ADVANECED TELOPRO VITA PLUS 30'S,607.00 บาท/ขวด
13452,VISTRA ASTRAXANTIN 4 MG. 30'S,352.00 บาท/ขวด
13457,VISTRA ASTRAXANTIN 6 MG. 30'S,475.00 บาท/ขวด
13449,VISTRA ASTRAXANTIN 6 MG. 30'S แพคคู่,910.00 บาท/ชุด
13434,VISTRA B COMPLEX 30'S + MINERAL,135.00 บาท/ขวด
13443,VISTRA B COMPLEX + GINSENG 30'S,210.00 บาท/ขวด
13474,VISTRA BACOPA EXTRACT 300 MG 30'S,172.00 บาท/ขวด
13455,VISTRA BETA GLUCAN 30'S,455.00 บาท/ขวด
13450,VISTRA BILBERRY EXTRACT 30'S,295.00 บาท/ขวด
13482,VISTRA BIO C 1000 MG 100'S,520.00 บาท/ขวด
15457,VISTRA BIO C 1000 MG 100'S+30'S/แพค,520.00 บาท/แพค
13481,VISTRA BIO VITAMIN C 1000 MG 30'S,199.00 บาท/ขวด
13917,VISTRA CALPLEX calcium 600 MG+menaquinoe-7 30'S,154.00 บาท/ขวด
15777,VISTRA CERAMOSIDES GLUTA ACTIV 30'S,485.00 บาท/ขวด
13460,VISTRA CLA 1200 MG. 60'S,790.00 บาท/ขวด
13448,VISTRA CO ENZYME Q10 SOFT GEL 30'S,140.50 บาท/ขวด
13423,VISTRA COLLAGEN PEPTIDE1300 mg. 30'S,295.00 บาท/ขวด
13459,VISTRA COLLAGEN PEPTIDE1300 mg. 50'S,526.00 บาท/ขวด
13439,VISTRA CRANBERRY 600 30'S,241.00 บาท/ขวด
13463,VISTRA DAILY PLANT PROTEIN 10 ซอง,337.00 บาท/กล่อง
13433,VISTRA DT DAILY FIBER7000 10 ซอง,111.00 บาท/กล่อง
13435,VISTRA EPO OIL 1000 MG. 75'S 430-,230.00 บาท/ขวด
13470,VISTRA GINKGO 120 30'S,176.00 บาท/ขวด
13469,VISTRA GLUTA COMPLEX 1000 30'S,476.00 บาท/ขวด
13422,VISTRA GLUTA COMPLEX 800 plus 30'S,390.00 บาท/ขวด
15776,VISTRA gluta800mg30's+collagen1300mg14'sDUO MATCH,392.00 บาท/แพค
13437,VISTRA GOTU KOLA EXTRACT+ZINC 30'S,171.00 บาท/ขวด
13426,VISTRA GRAPE SEED 30'S,196.00 บาท/ขวด
13478,VISTRA IMU-PRO C 2X30S + กระเป๋า vistra,573.00 บาท/แพค
14993,VISTRA Imu-PRO Elderberry Plus Bio-Multivitamin 120 ml,209.00 บาท/ขวด
14822,VISTRA IMU-PRO VIT C 120 MG 100'S,93.00 บาท/ขวด
16000,VISTRA IMU-PRO VITAMIN C LOZENGES 500 MG,53.50 บาท/หลอด
13486,VISTRA KIWI EXTRACT 30'S,303.00 บาท/ขวด
13432,VISTRA l -CARNITINE + 3L 30'S,235.00 บาท/ขวด
13477,VISTRA L-ARGININE PLUS 60'S,550.00 บาท/ขวด
13453,VISTRA L-CYSTEINE +BIOTIN 30'S,257.00 บาท/ขวด
13429,VISTRA MAGNESIUM plus B 30 'S ใหม่,160.00 บาท/ขวด
13451,VISTRA MOVFLEX 1500 MG 30 ซอง,305.00 บาท/กล่อง
15999,VISTRA MULTIVITAMIN ULTRA PLUS AMINO ACID 30's,214.00 บาท/ขวด
14197,VISTRA PURE COLLAGEN DIPEPTIDE 30 ซอง,699.00 บาท/กล่อง
13464,VISTRA REGOW 30'S,270.00 บาท/ขวด
13431,VISTRA RICE BRAN OIL1000 MG. 40'S ใหม่,280.00 บาท/ขวด
14881,VISTRA SAKURA EXTRACT marine collagen plusc 30'S,618.00 บาท/ขวด
13485,VISTRA SALMON FISH OIL 45'S,127.00 บาท/ขวด
13428,VISTRA SALMON FISH OIL 75'S,200.50 บาท/ขวด
16650,VISTRA SESAMIN DHA & EPA 30 CAPS,524.00 บาท/ขวด
16168,VISTRA SESAMIN NIGHT TIME 30 CAPS,524.00 บาท/ขวด
16436,VISTRA SESAMIN VITAL 30 CAPS,524.00 บาท/ขวด
13480,VISTRA SOY LECITHIN 1200MG+E 90'S,185.00 บาท/ขวด
13456,VISTRA WHEY PROTEIN,292.00 บาท/กล่อง
13430,VISTRA ZINC 15 MG. 45'S,155.00 บาท/ขวด
14199,VIT B FORTE 5X10'S,167.00 บาท/กล่อง
13489,VIT C 50 MG. PATAR 1000'S ส้ม,115.00 บาท/ขวด
13508,VIT C 50 MG. UD 1000'S ส้ม,120.00 บาท/ขวด
13505,VIT C 100 MG PATAR 50X20'S สตอร์เบอรี่,220.00 บาท/กล่อง
15448,VIT C 25 MG KRESS 1000'S กลิ่นสตอร์เบอรี่,100.00 บาท/กระป๋อง
15447,VIT C 25 MG KRESS 1000'S กลิ่นส้ม,88.00 บาท/กระป๋อง
15577,VIT C 25 MG KRESS 1000'S กลิ่นสับปะรด,100.00 บาท/กระป๋อง
15449,VIT C 25 MG KRESS 1000'S กลิ่นองุ่น,100.00 บาท/กระป๋อง
15134,VIT C 25 MG KRESS 1x50ซอง กลิ่นสตอร์เบอรี่,220.00 บาท/กล่อง
15136,VIT C 25 MG KRESS 1x50ซอง กลิ่นส้ม,225.00 บาท/กล่อง
15135,VIT C 25 MG KRESS 1x50ซอง กลิ่นองุ่น,225.00 บาท/กล่อง
13498,VIT C 50 MG. B.K 1000'S ส้ม,122.00 บาท/ขวด
13495,VIT C 50 MG. PATAR 1000'S สัปประรด,115.00 บาท/ขวด
13499,VIT C FRX ผลไม้รวม 60X30'S,236.00 บาท/กล่อง
16469,VIT C- MILE 12x15's ใหม่ สีส้ม (ขึ้นทะเบียนเป็นอาหารเสริม),47.50 บาท/หลอด
10287,VITA 1+6+12 NL 1000'S,515.00 บาท/ขวด
10527,VITA C CALCIUM 40G. แบล็คเคอเร้นท์GUMMY1 กล่องมี 12 ซอง,305.00 บาท/กล่อง
10525,VITA C CALCIUM 40G.โคล่าGUMMY1 กล่องมี 12 ซอง,305.00 บาท/กล่อง
10524,VITA C CALCIUM 40G.สตรอGUMMY1กล่องมี 12 ซอง,305.00 บาท/กล่อง
10520,VITA C CALCIUM 40G.ส้มGUMMY 1 กล่องมี 12 ซอง,305.00 บาท/กล่อง
10528,VITA C CALCIUM 40G.องุ่นมัสแคท 1กล่องมี12ซอง,305.00 บาท/กล่อง
15877,VITABION 10X10'S,256.00 บาท/กล่อง
16523,VITA-C CANDY POP 70 GM. /10 ซอง,124.00 บาท/กล่อง
16524,VITA-C LITE Vitamin c nosugar 400 GM. /10x100 เม็ด,392.00 บาท/กล่อง
13501,VITA-C MULTI FRUIT t-man,180.00 บาท/กล่อง
13504,VITA-C 25 MG. T.MAN 1000'S ส้ม,100.00 บาท/ขวด
10530,VITA-C 50x30's(มะนาว ;VIT C 25mg;TV),198.00 บาท/กล่อง
10532,VITA-C 50x30's(ส้ม ;VIT C 25mg;TV),207.00 บาท/กล่อง
10529,VITA-C 50x30's(สัปปะรด;VIT C 25mg;TV),207.00 บาท/กล่อง
10531,VITA-C 50x30's(องุ่น;VIT C 25mg;TV),206.00 บาท/กล่อง
16556,Vita-C CANDY POP GREEN APPLE 70 GM. /10 ซอง,126.00 บาท/กล่อง
16576,VITA-C JELLY STRIP150G 1X10 ซอง กลิ่นส้ม t-man,75.50 บาท/กล่อง
13492,VITACEMIN 100 MG. sweetless 1000'S,255.00 บาท/ขวด
15961,VITAL LIFE BACK SUPPORT BELT NO.XXXL,400.00 บาท/กล่อง
11263,VITALUX PLUS 30'S,319.00 บาท/ขวด
13487,VITAMIN A 25000 IU 100'S,73.50 บาท/กล่อง
13502,VITAMIN C 50 MG 50X20'S PATAR ส้ม,165.00 บาท/กล่อง
13503,VITAMIN C 50 MG 50X20'S PATAR สัปประรด,165.00 บาท/กล่อง
16392,VITAMIN C 500mg. 100’s(GPO) ขายขาดไม่รับคืน,130.00 บาท/ขวด
13510,VITAMIN E 200 MEGA 60'S,204.00 บาท/ขวด
13511,VITAMIN E 400 MEGA 30'S,204.00 บาท/ขวด
11121,VITARA AD CREAM PLUS 30 GM. สูตร ezerra,292.00 บาท/หลอด
15570,VITARA AHA 10% Serum plus 10 ML.,86.50 บาท/หลอด
11468,VITARA ALOE +Panthenol 120 GM.,101.00 บาท/หลอด
11460,VITARA ALOE VELA GEL 70 GM.,40.00 บาท/หลอด
11473,VITARA ALOE VERA GEL 120 GM.,93.00 บาท/หลอด
11014,VITARA ANTI ACNE GEL 10 GM berich,107.00 บาท/กล่อง
15628,VITARA BETA-C CRRAM 15 G.,36.50 บาท/หลอด
16704,VITARA CICA &E CREAM GAL 25g.,100.00 บาท/หลอด
14745,VITARA COLD&ALLERGY NASOL SPRAY 20 ML,130.00 บาท/กล่อง
15712,VITARA FACIAL cleansing foam mousse 100 ml,149.00 บาท/ขวด
16643,VITARA FACIAL Sunscreen spf 50+pa+ nano white 20g.,165.50 บาท/หลอด
15927,VITARA HEMP SEED OIL 120 GM.,132.50 บาท/หลอด
14468,VITARA PROPOLIZ PLUS MOUTH SPRAY 12 ML,75.00 บาท/ขวด
14966,VITARA ZINC C PLUS MOUTH SPRAY 12 ML,154.00 บาท/ขวด
16728,VIT-D DROPS (vitamin d 800 iu) BL HUA,49.00 บาท/ขวด
13512,VITOP 10x10'S (แพ็คละ 6.-),370.00 บาท/กล่อง
16035,VIVACOR 10 MG. 28'S (rosuvastatin),640.00 บาท/กล่อง
16036,VIVACOR 20 MG. 28'S (rosuvastatin),955.00 บาท/กล่อง
15967,VIVAX CREAM 5G,18.00 บาท/หลอด
16536,VIVIDRIN EYE DROP 10 ML. (anti allergic),130.00 บาท/ขวด
13514,VIVIT 10X10'S patar,190.00 บาท/กล่อง
10866,VOFLOX 500 MG 5'S พรอส,50.00 บาท/กล่อง
14246,VOLCLONAC SPRAY 60 ML. diclofenac,104.00 บาท/ขวด
13878,VOLTA GEL 15 GM.,13.00 บาท/หลอด
13516,VOLTAREN 25 MG. 3X10'S ขายยกกล่อง,146.00 บาท/กล่อง
13520,VOLTAREN EMULGEL 10 GM,68.00 บาท/หลอด
13521,VOLTAREN EMULGEL 25 GM.,147.00 บาท/หลอด
13525,VOLTAREN EMULGEL 30 GM DOUBLE STRENGTH,220.00 บาท/หลอด
13522,VOLTAREN EMULGEL 50 GM.,265.00 บาท/หลอด
13523,VOLTAREN EMULGEL100 GM,414.00 บาท/หลอด
13519,VOLTAREN SR 100 MG. 3x10'S ขายยกกล่อง,640.00 บาท/กล่อง
13518,VOLTAREN SR 75 MG. 3x10'S ขายยกกล่อง,402.00 บาท/กล่อง
11052,VOLTA-T.M. 50MG 100X10'S,270.00 บาท/กล่อง
11055,VOLTA-T.M.25MG 100X10'S,190.00 บาท/กล่อง
13517,VOLTFAST 50 MG. 9 SACHET ขายยกกล่อง,77.00 บาท/กล่อง
15808,VOMITIL-M 10MG 1X10'S,5.00 บาท/แผง
12057,VOMITIL-M 50X10'S,190.00 บาท/กล่อง
11344,VOXATE 200 10X10'S สินค้าขาดตลาด,245.00 บาท/กล่อง
13959,VSETHROMYCIN 150 MG. 10X10'S,135.00 บาท/กล่อง
16338,WEEWA ORS POWDER 50 ซองX4.493 GM.,82.00 บาท/กล่อง
11978,WHEY S VANILLA (MEGA),675.00 บาท/กล่อง
12878,WILD LIVES BLOCK DEET 28 50 ML.,55.00 บาท/ขวด
12879,WILD LIVES BLOCK DEET 55 50 ML.,103.00 บาท/ขวด
12880,WILD LIVES BLOCK DEET 95 50 ML,138.00 บาท/ขวด
16527,WISH C 25 MG PATAR 50X20'S กลิ่น ลิ้นจี่,151.00 บาท/กล่อง
16526,WISH C 25 MG PATAR 50X20'S กลิ่นองุ่น,151.00 บาท/กล่อง
14390,WONDER COVID-19 2in1 atk ขายขาดไม่รับคืน,15.00 บาท/กล่อง
16370,WONDER HCG WEEKLY PREG TEST ปัสสาวะผ่านรุ่นบอกสัปดาห์,75.00 บาท/กล่อง
16371,WONDER INFLU A/B + COVID-19 atk 3 IN 1 ขายขาดไม่รับคืน,33.00 บาท/กล่อง
16387,WONDER INFLU A/B + COVID-19+RSV atk 4 IN 1 ขายขาดไม่รับคืน,43.50 บาท/กล่อง
16525,WONDER OVULATION TEST ทดสอบการตกไข่ 1 กล่องมี 5 ตลับ,84.00 บาท/กล่อง
16647,X PERT ACNE GEL 10 GM mck,67.00 บาท/หลอด
11278,XALATAN 0.005 % 2.5 ML.,580.00 บาท/ขวด
12551,XANALIN 5 ML.,26.00 บาท/ขวด
14076,XANDASE 100 MG 50 X10 'S รุ่นใหม่,10.00 บาท/แผง
14077,XANDASE 300 MG 50 X10 'S รุ่นใหม่,27.00 บาท/แผง
11825,XARATOR 10 MG 3X10'S ขายยกกล่อง,510.00 บาท/กล่อง
11826,"XARATOR 20 MG,.3X10'S ขายยกกล่อง",645.00 บาท/กล่อง
11811,"XARATOR 40 MG,.3X10'S ขายยกกล่อง",797.00 บาท/กล่อง
13544,XATRAL XL 10 MG. 3X10'S,890.00 บาท/กล่อง
16313,XELEVIA 100 MG.28'S ขายยกกล่อง,985.00 บาท/กล่อง
13545,XENICAL 1X21'S,709.00 บาท/กล่อง
15488,XIGDUO XR 10/1000 MG 4x7'S,"1,440.00 บาท/กล่อง"
16510,XIGDUO XR 5/1000 MG 8x7'S,"1,685.00 บาท/กล่อง"
13547,XYLOCAIN 10% SPRAY 50 ML. ขายขาดไม่รับคืน,514.00 บาท/ขวด
13546,XYLOCAIN JELLY 30 GM.2%,146.00 บาท/หลอด
13819,XYZAL 5 MG. 10'S,129.00 บาท/กล่อง
10646,XYZINE 10 MG. tnp 50X10'S,460.00 บาท/กล่อง
14715,YANHEE HIMORIN 10 'S,79.00 บาท/กล่อง
11023,YASMIN,332.00 บาท/กล่อง
11026,YAZ,367.00 บาท/กล่อง
16675,YUWELL เข็มเจาะเลือด soft twist 50 ชิ้นขนาด 28G,60.00 บาท/กล่อง
14643,YUWELL BLOOD MONITOR L CUFF 22-45 รุ่น YE660E,650.00 บาท/กล่อง
16673,YUWELL เครื่องวัดน้ำตาลรุ่น 660 จอ LCD+บันทึก500+aaa,610.00 บาท/เครื่อง
16674,YUWELL แผ่นตรวจน้ำตาลในเลือด รุ่น Y350/25 TEST ใช้กับรุ่น660,190.00 บาท/กล่อง
16658,Z FRESH 0.4 ML 10 TUBE,0.00 บาท/
11275,ZADITEN EYE DROP 0.25/0.4 20 ชิ้น,284.00 บาท/กล่อง
12235,ZALAIN CREAM 20 GM.,145.00 บาท/หลอด
12238,ZALAIN CREAM 5 GM.,56.00 บาท/หลอด
12236,ZALAIN VAGINAL SUPPO 300 MG 1'S,154.00 บาท/กล่อง
13774,ZANIDIP 10 MG.,562.00 บาท/กล่อง
13775,ZANIDIP 20 MG. 28'S,834.00 บาท/กล่อง
16565,ZARIUS 1x10'S (desloratadine 5mg),46.25 บาท/กล่อง
16373,ZARIUS SYRUP 60 ml. (DESLORATADINE;APM),59.50 บาท/ขวด
13776,Z-BEC,319.50 บาท/กล่อง
15177,Z-DEEN 10'S (loratadine)siam,49.00 บาท/กล่อง
13779,ZEMA CREAM 10 GM.,30.25 บาท/หลอด
13780,ZEMA CREAM 15 G.,43.75 บาท/หลอด
13778,ZEMA CREAM 5 GM.,20.00 บาท/หลอด
13777,ZEMA LOTION 15 ml. 40-,18.00 บาท/ชิ้น
13989,ZEMA LOTION 30 ml.,29.50 บาท/ขวด
16574,ZEMA PRO CREAM 15 GM (terbinafin),58.00 บาท/หลอด
16575,ZEMA PRO CREAM 5 GM (terbinafin),28.00 บาท/หลอด
13681,ZENDA 25X2'S,320.00 บาท/กล่อง
10647,ZENSIL TAB 10'S,14.00 บาท/กล่อง
14469,ZENSIL TAB 10x10'S แผงเปลือย,100.00 บาท/กล่อง
13781,ZENTEL 400MG. แผง 1'S,37.00 บาท/แผง
14969,ZENZERA TAB 200 MG 2'S X50,7.50 บาท/แผง
10604,ZEPLEX 500 MG. 10X10'S ครีม-น้ำเงิน,240.00 บาท/กล่อง
