รหัสสินค้า,ชื่อสินค้า,ราคา
8.85274E+12,CLOXALIN 125MG. SYR.(SAIM),45.75
8.85274E+12,CLOXALIN 250MG. 10x10'S(SIAM),174
8.85274E+12,CLOXALIN 500MG. CAP 10x10'S(SIAM),207.5
32413,CLOXOMED 500MG. 10'S,24.5
31313250,CM MILD SHAMPOO 250ML.,266.5
31313200,CM MOISTURIZING LOTION 200G.,224.5
3.58291E+12,CO APROVEL 150/12.5MG.28'S(IRBE+HCTZ)*ขายขาด,741
3.58291E+12,CO APROVEL 300MG./12.5MG.(HCTZ+IRBE)*ขายขาด,1005
8.85314E+12,COAMOX 125MG 60ML(AMOXY)สตอร์,23
8.85314E+12,COAMOX 125MG 60ML(AMOXY)ส้ม,23
8.85314E+12,COAMOX 250MG 60ML(AMOXY)ส้ม,31.5
8.85314E+12,COAMOX 500MG.10x12'S/BX.(ข-ฟ)ชุมชน,243
8.85314E+12,COAMOX 500MG.50x10'S/BX.(เขียว-ฟ้า)ชุมชน,695
3022,"COBAN คละสี 2""",99999
8.85546E+12,COBAY - 500MG.25x10'S(CIPROFLOX)MILLIMED,392
8.85147E+12,COCCILA 25x4'S (TNP),251.25
8.85147E+12,COCCILA SUS 30ML(TNP),16.5
8.85147E+12,COCCILA SUS 60ML(TNP),27.5
7.13289E+12,COCOCAP - 1000MG. 30'S(THP),171.25
8.85897E+12,COCONUT OIL 60'S(ZIGMA),211
8.85928E+12,COD LIVER OIL 10x100'S/กระปุก(PVT),99999
1.88593E+13,COD LIVER OIL 300MG.10'Sx10/BX(PVT),65.25
8.85928E+12,COD LIVER OIL 90'S(PVT)ขวดเปลือย,58
8.85881E+12,CODE X-2 ถั่งเฉ้าสกัด(กล่องละ 12 ซอง),108
8.85881E+12,CODE X-6 ถั่งเฉ้าสกัด 6เม็ด,196
8.85236E+12,CO-DIOVAN 160/25 2x14'S,821.5
8.85236E+12,CO-DIOVAN 80/12.5. 2x14'S,618
8.85314E+12,CODIPHEN 1x10'S(DIPHENHYDRAMINE)ชุมชน,25
8.85314E+12,COKLAV 1000MG.10'SสูตรAUGMENTIN(ชุมชน),79
8.85147E+12,COLATUS COUGH & COLD SYR 60ML(TNP),24.5
8.85147E+12,COLATUS(PARA+BPM+DEXTRO)10'Sรายงาน,17.5
8.85203E+12,COLCHICINE 0.6MG 10x10'S(USP),448
8.85712E+12,COLD & HOT PACK 18x9ซม.(160G.)NANOMED,77
8.85926E+12,COLD & HOT PACK 28x13.5ซม.(450G)NANOMED,144.5
8.8591E+12,COLD HOT PAD 12x10.5CM.(SMALL) LONGMED,40.5
8.8591E+12,COLD HOT PAD 25x10CM.(BIG)LONGMED,77
8.85879E+12,COLLAHEALTH 200 G.(เขียว),731
8.85904E+12,COLLY CHLOROPHYLL PLUS FIBER 15'S,230.5
8.8528E+12,COLOFAC 135MG.5x10'S(MEBEVERINE ),421
5.70893E+12,COLOPLAST LC2000 ถุงถ่ายหน้าท้อง 15MM.10'S,752
8.85961E+12,COLOSURE 400 กรัม,378.75
7.68045E+12,COLPERMIN 187MG(PEPPERMINT)10x10'S,789
8.85876E+12,COLSTARCINE 100x10'S(สูตรCOLCHICINE)7ดาว,624
8.85314E+12,COLY TABLET 500MG.50x10'S(MEFANAMIC)ชุมชน,440
8.85743E+12,COMBIF AR 10 CAPSULES(PROBIOTIC),168
8.85174E+12,COMBIZYM 10x10'S/BX.,564.5
31303,COMMIC CAP 10'S (BRYWOOD),6
31313,COMMIC MET 15MG. (BRYWOOD),6
8.85442E+12,CONCEPT ANTI-MELASMA PLUS 12G.,183.5
8.85442E+12,CONCEPT ANTI-MELASMA PLUS 24G.,276.75
8.85442E+12,CONCEPT SCAR GEL PLUS 7กรัม,183.25
8.85442E+12,CONCEPT SUN PROTEC SPF50 PA+++ 30G.(BEIGE),148
8.85442E+12,CONCEPT SUN-PROTEC.SPF50 15G.(BEIGE),90
8.85442E+12,CONCEPT ULTRA SUN PROTEC SPF50 PA+++(30G.),381
8.85442E+12,CONCEPT WHITENING 10X WASH GEL 100G.,155.5
8.85291E+12,CON-CON 15ML (BLHUA),40
4.06527E+12,CONCOR 2.5(BISOPROLOL F.)10x10'S,609.75
4.06527E+12,CONCOR 5(BISOPROLOL F.)10x10'S,825.75
4.05484E+12,CONCOR AM(5MG/10MG) 30'S,321
4.05484E+12,CONCOR AM(5MG/5MG) 30'S,299.75
314201920,CONNECTING SUCTION TUBE 1.8M(สายยาง),61
6.93875E+12,CONPROSTA 60'Sเกสรดอกไม้(ATLANTA),99999
8.85196E+12,CONTROLOC 20MG.1x14'S.(PANTOPRAZOLE),619.5
8.85196E+12,CONTROLOC 40MG.1x14'S.(PANTOPRAZOLE),822.75
79845510161,CONVATEC ACTIVELIFE ถุงอุจจาระปลายเปิดใส 10ถุง,730
8.85712E+12,COOL BABY 3x2'S/BX(NANOMED),54
4.95758E+12,COOL FEVER PAD 3ซอง/กล่อง,99999
8.85926E+12,COOL KIDS COOLING GEL หมอนเจลเย็น,218
8.85926E+12,COOL KIDS EXTRA COOL 3x2'S/BX.(ผู้ใหญ่),54
3130131,COOL KIDS SOOTHING GEL 5G. (PRO),0
8.85712E+12,COOL KIDS SOOTHING GEL 9G. *P,88.5
8.85712E+12,COOL KIDS เด็กโต 3x2'S/BX(NANOMED),54
8.85876E+12,COOL PAD FOR CHILDREN 2'S(KRESS),23.5
8.85314E+12,COOLNAC GEL 15G.(DICLOFENAC),17.5
8.85314E+12,COPHARMEX 2x10'S(CARBOCISTEINE),42
3.58291E+12,COPLAVIX 75MG./75MG. 30'S/BX.*ขายขาด,2365
8.85314E+12,COPROFEN 50x10'S(IBU 400MG.)ชุมชน,440
3.58291E+12,CORDARONE 200MG. 30'S(AMIODARONE),580.75
8.85343E+12,CORDYCEPS ถังเช่าผสมสารสกัดชะเอม 2'S/BX.,27.25
8.85343E+12,CORDYCEPS ถังเช่าผสมสารสกัดชะเอม 3x10'S/BX.,314.25
8.85314E+12,CORILAX TAB.50x10'S *ขาว (NORGESIC)ชุมชน,360
8.85314E+12,CORILAX TAB.50x10'S*ชมพู(NORGESIC)ชุมชน,360
8.85905E+12,COS 464 25x10'S(SALICYLA+PARA+PHENY+CPM)HK,360
8.85711E+12,COS GENTLE CLEANER SENSITIVE 110ML,105.75
8.85711E+12,COS GENTLE CLEANER FOR OILY 110ML,105.75
8.85711E+12,COS INTENSIVE WHITE 10G.,83
8.85546E+12,COSIC 50x10'S(PARA+ORPHE)ส้มรี,315.5
8.88501E+12,COSOPT 5ML(DORZOLAMINE+TIMOLOL),470
8.85266E+12,COTREN 500MG. 1'S(CLOTRI)BIOPHARM,22.5
8.85266E+12,COTREN CR. 5G.(CLOTRIMAZOLE),15
8.8591E+12,COTTON SOFTIP ไซส์L 100'S(แพ็ค10)ลองเมด,134
8.8591E+12,COTTON SOFTIP ไซส์M 100'S(แพ็ค10)ลองเมด,124
8.8591E+12,COTTON SOFTIP ไซส์S 100'S(แพ็ค10)ลองเมด,124
3201912,COTTON STICK SIZE L 100'S(ตั้ังเต็มจิตต์),180
32019133,COTTON STICK SIZE M 100'S(ตั้ังเต็มจิตต์),180
3201919,COTTON STICK SIZE S 100'S(ตั้ังเต็มจิตต์),180
32019206,"COTTON STICK STERILE 6"" ไซส์ L 5'S(TG.)",3
8.85019E+12,COTTONBUD 100'S รถพยาบาล,13.5
8.85019E+12,COTTONBUD ก้านเล็ก(รถพยาบาล)100'S,12.75
8.85882E+12,COUGHDYL 10x10'S(DEXTRO+GUAIFEN)*ทำรายงาน,328.5
8.85317E+12,COUGO บรรเทาไข้หวัด 5x4'S/BX.,19
8.9952E+12,COUNTERPAIN 15G.,12.5
8.85546E+12,COUNTERPAIN PLASTER 10ซองx4แผ่น(สูตรเย็น),530
8.85546E+12,COUNTERPAIN PLASTER 10ซองx4แผ่น(สูตรร้อน),530
8.9952E+12,COUNTERPAIN PLUS 25G./ลัง24 *P,118.75
8.9952E+12,COUNTERPAIN PLUS 50G. *P,201
,COUNTERPAIN พัดลมพกพา(PRO),0
8.9952E+12,COUNTERPAIN สูตรร้อน 120G.ญ.24/ลัง,125
8.9952E+12,COUNTERPAIN สูตรร้อน 30G.60/ลัง,42.5
8.9952E+12,COUNTERPAIN สูตรร้อน 60G.กลาง30/ลัง,71
8.9952E+12,COUNTERPAIN-COOL 120G.ญ.24/ลัง *P,132
8.9952E+12,COUNTERPAIN-COOL 30G.เล็ก60/ลัง *P,48.75
8.9952E+12,COUNTERPAIN-COOL 60G.กลาง30/ลัง *P,78.75
,COUNTERPAINแผ่นแปะร้อน+เย็น(แถมฟรีครีม120G.),1074
4.04281E+12,COVERPLAST แผ่นแปะสิว 15'S,110
3.6649E+12,COVERSYL 5MG 30'S,467
,COVID -19 ATK TEST NASAL(FA STEP) 1'S(แพ็ค10),59.75
8.85905E+12,"COVITIN B1,B6,B12 100'S(HK)",22
8.85945E+12,"COXIUM 1,500MG 30เม็ด(กล่องแดง)",300
8.85546E+12,"COXIUM 1,500MG(GLUCOSAMINE)30'สีฟ้า",294
8.85546E+12,COXIUM 500MG(GLUCOSAMINE)10x10'S,229
8.85546E+12,COXIUM-S PLUS 30'S,879.25
8.40165E+11,COZAAR 100MG. 30'S/BX.,935
8.85901E+12,COZORAL SHAMPOO 50ML(เจเคพี),150
8.85651E+12,CPM 1000'S สีเคลือบน้ำตาล(TMAN),75
8.85406E+12,CPM 10MG. INJECTION 1ML(ANB)10'S/BX,29.5
8.85885E+12,CPM 4MG 1000'S(AU)/แคปซูลไข่ปลา,170
8.85885E+12,CPM 4MG 1000'S(AU)เม็ดเหลือง,36
8.85885E+12,CPM 4MG 100'S (AU)/กระปุก,6.25
8.85651E+12,CPM 4MG.เม็ดลาย. 1000'S(TM),68
8.85545E+12,CPM SYRUP 60ML(สหแพทย์)*รายงาน,12
8.8522E+12,CPM-Y ถ้วยทอง 100'S/กป.,7
8.85869E+12,CRAVIT 500MG(LEVOFLOX) 5'S/BX,370
4.98708E+12,CRAVIT 5ML(LEVOFLOXACIN 0.5%),126
8.85265E+12,CRAVIXIN 500MG.10x10'S(LEVOFLOXACIN)POLI.,816
8.85651E+12,CRAXACIN 500 1x10'S(LEVOFLOXACIN)T.MAN EXP.10/26,103
8.85593E+12,CREAM 91E 8.3GM.,44
8.85265E+12,CRESTATIN 10MG. 3x10'S(CRESTOR)POLI,205.5
8.85265E+12,CRESTATIN 20MG. 3x10'S/BX.(สูตรCRESTOR),267.75
5.00046E+12,CRESTOR 10MG 28'S(ROSUVASTATIN),1020
5.00046E+12,CRESTOR 20MG 28'S(ROSUVASTATIN),1520
8.85869E+12,CRIXAN 500MG.5x14'S(CLARITHROMYCIN),1225
906180602,CRY INFRARED THERMOMETER MODEL : F02,2700
8.85919E+12,CT-KAPROLIS PLUS 15ML.,62
8.85589E+12,CUDDLE ME NIPPLE CREAM 30G.(ทาหัวนม),319
5.997E+12,CURIOSIN GEL 15G.,877.75
8.85014E+12,CURMIN 500 PLUS 100'S/ขวด ขาวละออ,98.75
8.85899E+12,CURMISCON POWER ขมิ้นผง 15ซองx2G./BX.,99999
4.04281E+12,CUTICELL C 10x10CM.x10'S/BX.(BACTIGRAS ),88
4.04281E+12,CUTIMED GEL 15G./0.5OZ(BSN),145.5
3201325,CUTIMED GEL 25G./0.9OZ + ฝาบีบ(BSN),225.5
5.00022E+12,CUTINOVA HYDRO 10x10CM 5'S(S&N),183
8.85274E+12,CYBEC 200MG.1x10'S(สูตรCELEBREX),63.5
8.85866E+12,CYBELE BELLANCE 9G.,122.5
8.85866E+12,CYBELE SCAGEL 19G.,250
8.85866E+12,CYBELE SCAGEL 19G. แพ็คสุดคุ้ม 1+1,352
8.85866E+12,CYBELE SCAGEL 4G.,69
8.85866E+12,CYBELE SCAGEL 9G.x2 DAY & NIGHT(แพ็คสุดคุ้ม),191
8.85866E+12,CYBELE SCAGEL 9G.x2 หลอด(แพ็คสุดคุ้ม),189.5
8.85866E+12,CYBELE SCAGEL 9G.ล./หลอด(ใหม่),133.75
8.85866E+12,CYBELE SCAGEL ACNE BODY SPRAY 30ML,88.75
8.85924E+12,CYBELE SCAGEL ACNE PATCH 12'S/BX.,24
8.85866E+12,CYBELE SCAGEL ACNE SPOT GEL 9G.,132
8.85866E+12,CYBELE SCAGEL KIDS 9G(แพ็คสุดคุ้ม1+1),189
8.85866E+12,CYBELE SCAGEL KIDS 9G./หลอด,136
8.85924E+12,CYBELE SCAGEL PLUS 10G.,197
8.85924E+12,"CYBELE SCAGELACNE PATCH 20'S(ลายดาว,หัวใจ)",29.5
3030420,CYCLODEX 20MG. 20'S(PIROXICAM)PML.,72
8.85485E+12,CYCLO-PROGENOVA 21'S (BAYER),162
8.85651E+12,CYPROHEP.4MG.ขาวกลม 1000'S (TM),110
8.85651E+12,CYPROHEP.4MG.ชมพูเหลี่ยม1000'S(TM),115
8.85885E+12,CYPROHEPTADINE 4MG. 1000'S(AU)ขาว,77.5
8.85298E+12,CYRIAMINE FORT 100'S/BX.(สูตรRE-B FORTE)CPL,159
8.85945E+12,CYSTALINE 600MG. 5x4'S/BX.(สูตรNACLONG),158.5
8.85945E+12,CYSTALINE 600MG.10'S MILLIMED(สูตรNACLONG),109.5
8.85298E+12,CYZINE 10x10'S(สูตรZYRTEC)CPL,35
8.8519E+12,D THROAT SPARY 0.15%(LEMON )15ML,159
8.8519E+12,D THROAT SPARY 0.3%(LEMON FLAVOR)15ML,162
8.8519E+12,D THROAT SPARY 0.3%(MINT FLAVOR)15ML,162
8.85406E+12,D10S NO SET 1000ML ANB,34
8.85406E+12,D5S (DEXTROSE 5%) 1000ML(เขียว),35
8.85406E+12,D5S (DEXTROSE 5%) 500ML(เขียว),28.25
8.85406E+12,D5S1/2(DEXTROSE 5%) 1000ML(สีม่วง)A.N.B,33
8.85406E+12,D5W 500ML(DEXTROSE 5%)ฟ้า,35
8.85335E+12,DACIN-F 150 (CLINDA)10x10/BX,225
8.85335E+12,DACIN-F 300(CLINDA)10x10/BX,319.75
8.85236E+12,DAFIRO 5MG./160MG. 28'S/BX.,470
3.6649E+12,DAFLON 1000MG 3x10'S/BX.,573
3.59446E+12,DAFLON 500MG 2x15'S,284.5
8.85874E+12,DAFNE 35(CYPRO 2+EE 0.035),89.5
8.85188E+12,DAFOMIN 500MG 30x10'S(TO)สูตร DAFLON,940
8.85188E+12,DAFOMIN 500MG.3x10'S(TO)กล่องเล็ก,129
8.853E+12,DAILYTON 28'S(สูตร EXLUTON),65
5.70219E+12,DAIVOBET OINTMENT 15G.(LEO),615.5
5.70219E+12,DAIVONEX OINT. 30G.(CALCIPOTRIOL)LEO,578
8.85058E+12,DAKTACORT 5G.(MICONA.+HYDRO.),54.25
8.85058E+12,DAKTARIN ORAL GEL. 15G.*ใหม่,79.5
8.85286E+12,DALACIN-T 10ML(CLINDA.),83.5
8.85024E+12,DAMINATE 10x10'S(SPS)(BROM+PHEN+GG),76
8.85254E+12,DANDRIL SHAMPOO 100ML(KETO),69
8.85394E+12,DANTRON 8MG.(ONDANSETRON)10x10'S/BX.,1068
8.99324E+12,DAONIL 5MG.10x10'S/BX.(GLIBENCLAMIDE),293
406100,DARFLOX TABLETS 100(ULFLOXACIN 100MG.)MEIJI,2918
8.85109E+12,DAY TEMP PARA 500MG. 100'S(ขาวรี),23.5
6.72935E+11,DAZZLING WHITE(ฟอกสีฟัน) 2G.x6'S/BX.,210
8.85114E+12,DCASH INTOUCH SPAY 220ML(ชมพู),62.25
8.85114E+12,DCASH INTOUCH SPAY 220ML(ฟ้า),62.25
8.85114E+12,DCASH MB203 น้ำตาลแดง,44.25
8.85114E+12,DCASH คาราเมล60ML#701,45
8.85114E+12,DCASH น้ำตาล60ML#801,45
8.85114E+12,DCASH น้ำตาลทองอ่อน60ML#802,45
8.85114E+12,DCASH น้ำตาลอ่อน 60ML#999/2,50
8.85114E+12,DCASH น้ำตาลอ่อน60ML#803,45
8.85114E+12,DCASH บลอนเทา60ML#705,46.25
8.85114E+12,DCASH บลอนด์กลาง60ML#908,50
8.85114E+12,DCASH บลอนด์สว่าง60ML#900,45
8.85114E+12,DCASH บลอนด์อ่อน60ML#HL1177,50
8.85291E+12,D-COATE 500'S (BLHUA)*ทำรายงาน,470
8.85291E+12,D-COATE 50x10'S(DEXTRO)BLHUA*ทำรายงาน,508
8.85888E+12,DD CREAM WATERMELON SPF50 8MLx6ซอง,217.5
8.85267E+12,DE GAS(SIMETHICONE)10'Sx50/BX.,359.75
5.70216E+12,DEANXIT (FLUPENTHIXOL 0.5MG.)10x10'S,548.75
8.85347E+12,DECAVITAMIN 500'S(MULTIVIT)MACROPHAR,434
8.85308E+12,DECHAMP เกลือแร่รสส้ม 50'S/BX.,145.5
8.85182E+12,DECOLGEN PRIN 25x4'S(ลังละ100),191
8.85961E+12,DEEDAY FISH OIL+ASTAXANTHIN 30'S,163
8.85882E+12,DEFOGEL SIMETHICONE 125MG.10x10'S/BX.,94.5
8.85882E+12,DEFOGEL SIMETHICONE 180MG.10x10'S/BX.,120.5
8.85944E+12,DEFOMIL 25x10'S/BX.(สูตรKREMIL)EX.10/26,199.75
8.85274E+12,DEFUNGO 1'S (CLOTRI.0.5G)(SIAM),25.5
8.85274E+12,DEFUNGO 6'S (CLOTRI.0.1G)(SIAM),25.25
8.85274E+12,DEFUNGO CREAM 10G.(CROTRI)SIAM,41
8.80694E+12,DEHECTA 20 ซอง/BX.(สูตรSMECTA),460
8.85347E+12,DEHEC-Z 60ML.(ZINC 15MG./5ML.)MACRO,75
8.85894E+12,DELACOR CREAM 5G.(CLOBET 0.05%),19.5
8.85894E+12,DELANIN CREAM CONTIAN QUINOL 4% 5G.(ทาฝ้า),60.75
s041612,DELL - H815DW,500
8.85024E+12,DELTACARBON (CHACOLE) 10x10'S(SPS),220.75
8.85024E+12,DELTACARBON (CHACOLE) 1x10'S(SPS)*ใหม่,24
8.85899E+12,DELYTE ORS(ส้ม) 100ซอง/แพ็ค,382
4.00529E+12,DEMOSANA CALCIUM 20เม็ดฟู่(ORANGE),86.5
4.00529E+12,DEMOSANA COLLAGEN+ C 20เม็ดฟู่(STRAWBERRY),86.5
4.00529E+12,DEMOSANA MAGNESIUM 20เม็ดฟู่(LEMON),86.5
4.00529E+12,DEMOSANA MULTIVIT 20 เม็ดฟู่ (รสส้ม),86.5
4.00529E+12,DEMOSANA MULTIVITMIN 20เม็ดฟู่(MIXED BERRY),86.5
4.00529E+12,DEMOSANA SPARK 10เม็ดฟู่(แก้แฮงค์),86.5
4.00529E+12,DEMOSANA VITAMIN B12 20เม็ดฟู่(BERRIES),86.5
4.00529E+12,DEMOSANA VITAMIN C 20เม็ดฟู่(LEMON),86.5
4.00529E+12,DEMOSANA VITAMIN C 20เม็ดฟู่(YUSU-ORANGE),86.5
4.00529E+12,DEMOSANA VITAMIN C 20เม็ดฟู่(ORANGE),86.5
4.00529E+12,DEMOSANA VITAMIN C 20เม็ดฟู่(STRAWBERRY),86.5
4.00529E+12,DEMOSANA ZINC+ C 20เม็ดฟู่(RASBERRY),86.5
4.00529E+12,DEMOSANA ZINC+C+D3 20เม็ดฟู่(ORANGE-LEMON),86.5
8.85188E+12,DENAMOL 250 60ML.รสส้ม(PARA)TO,19.75
8.85546E+12,DENOX 0.05% SPRAY 10ML.เด็ก(OTRIVIN),70.75
8.85546E+12,DENOX 0.1% SPRAY 10ML.ผู้ใหญ่(OTRIVIN),81.5
8.00135E+12,DENTAL FROSS DR.PHILLIP.ไหมขัดฟัน,29.5
4.97323E+12,DENTALPRO FLOSS 30M.(ไหมขัดฟัน),53.5
9.30081E+12,DENTISTE 100G.หลอด (แถมแปรง),121.5
9.30081E+12,DENTISTE 160G.หลอด,175.75
9.30081E+12,DENTISTE 50G./หลอด,75.25
9.30081E+12,DENTISTE ANTICAVITY MAX 10G.(แปรงแห้ง),17.5
9.30081E+12,DENTISTE ANTICAVITY MAX FLUORIDE 100G.,139.25
4.90139E+12,DENTISTE FLOSS PICK 55'S/ถุง (ไหมขัดฟันมีด้าม),54.75
9.30081E+12,DENTISTE FLOSS PICK 20'S/ซอง(ไหมขัดฟันมีด้าม),31.5
9.30081E+12,DENTISTE FLOSS PICK 40'S ไหมขัดฟันมีด้าม,47.5
9.30081E+12,DENTISTE' LOVE MINT เม็ดอมกลิ่นมิ้น 2.5กรัม,53
4.53321E+12,DENTISTE' MOUTH SPRAY 3ML.,99999
9.30081E+12,DENTISTE' MOUTH SPRAY PROBIOTIC 15ML.,216.5
9.30081E+12,DENTISTE MOUTH SPRAY(ZINC)10ML,99999
9.30081E+12,DENTISTE MOUTH SPRAY(ZINC)20ML,134
9.30081E+12,DENTISTE NATURAL HERB 100G./หลอด,214.25
9.30081E+12,DENTISTE PREMIUM CARE 100G.หลอด,127
9.30081E+12,DENTISTE PUMP 120G.,168
9.30081E+12,DENTISTE SENS.100G./หลอด,111
9.30081E+12,DENTISTE SENS.PUMP 100G.,155
9.30081E+12,DENTISTE' แปรง+ยาสีฟัน,0
9.30081E+12,DENTISTE' ฟ้าทะลายโจรเม้าท์เสปรย์ 20ML *P,218.5
9.30081E+12,DENTISTE'ขัดฟัน FERSH MINT 50M.,64.75
9.30081E+12,DENTISTE'ขัดฟัน WAX FERSH MINT15M.,38.25
8.85291E+12,DENTOFIZZ 15'S(เม็ดฟู่ทำความสะอาด),33
8.85711E+12,DEODOMIN สารส้มชนิดน้ำ สูตรไม่มีน้ำหอม(สีฟ้า),45.5
8.85711E+12,DEODOMIN สารส้มชนิดน้ำ สูตรธรรมชาติ(เหลือง),45
8.85394E+12,DEOLIN 40MG.100x10'S.(DROTAVERINE),1274
3.58291E+12,DEPAKINE 200MG. 40'S,176
3.58291E+12,DEPAKINE CHRONO 500MG. 30'S/ขวด,357.5
8.85394E+12,DEPAN-F 15MG(DEXTRO) 50x10'S*รายงาน,8
8.90112E+12,DEPIN-E RETAED (NIFEDIPINE)10x10'S,89
,DEPROXIN 20MG(FLUOXETINE) 3x10'S(SIAM),63
8.85188E+12,DEPYRET SYRUP 60ML(PARA 120MG.)TO,14
8.85699E+12,DERFALON 500 3x10'S(สูตรDAFLON )UMEDA,110.5
8.85891E+12,DERM CARE CREAM 25G.(สูตรEZERRA),140
8.85891E+12,DERM CARE LT. 200ML(สูตรEZERRA),288.5
7.29001E+12,DERMACOMBIN CR.15(NYSTATIN+GARA+TA.),111.75
7.29001E+12,DERMACOMBIN CR.5(NYSTATIN+GARA+TA.),77.75
8.85147E+12,DERMAHEU CR 15G(TNP),58
8.85147E+12,DERMAHEU CR 25G(TNP),87.25
8.85147E+12,DERMAHEU CR 50G(TNP),162.75
8.85147E+12,DERMAHEU CR 5G(TNP),29
8.85651E+12,DERMAMAN CREAM 25G.(CLOBET)T.MAN,21.75
8.85651E+12,DERMAMAN CREAM 5G.(CLOBET)TMAN,12
8.85651E+12,DERMAMAN OINTMENT 5G.(CLOBET)TMAN,20.5
8.05535E+12,DERMATIX ACNE SCAR 5G.,225
8.88646E+12,DERMATIX ULTRA 15G.,734.5
,DERMATIX ULTRA 15G.+ACNE SCAR 5G.*ใหม่,743
8.88646E+12,DERMATIX ULTRA 5G.,362.5
8.88646E+12,DERMATIX ULTRA 9G.,569.5
8.88646E+12,DERMATIX ULTRA SCAR KID 5G.,362.5
8.85879E+12,DERMATIX WOUND CARE 20G.,181.5
8.85879E+12,DERMATIX WOUND CARE 50G.,320
8.85089E+12,DERMATOP CR.15G.(PRED.),94.5
8.85089E+12,DERMATOP CR.5G.(PRED.)*ขายขาด,53
8.85977E+12,DERMAZIN CR.25G.(SILVER),63.5
8.85546E+12,DERMAZONE 15G.(CLOBETASOL)MILLIMED,37
8.85088E+12,DERMEXCEL 30G.(UREA 10%).,50
8.85088E+12,DERMEXCEL 30G.(UREA 20%),62
8.85976E+12,DERMISKIN MOISTURIZER SKIN 30G.แก้แพ้,112
8.85882E+12,DERMIX-4 15G.(BETA+GENTA+TOLNAF),55
8.85882E+12,DERMIX-4 25G.(BETA+GENTA+TOLNAF),78.25
8.85882E+12,DERMIX-4 5G.(BETA+GENTA+TOLNAF),28.5
8.85882E+12,DERMONAR LOTION 30ML.(CLOBETASOL)LSP,45.5
8.85712E+12,DERMOOTH 21'S(CYPRO.+EE) สูตร DIANE,59
8.85101E+12,DERMOVATE CR 100G.(CLOBET.)(GSK),594.75
8.85101E+12,DERMOVATE CR 15G.(CLOBET.)(GSK),148.5
8.85101E+12,DERMOVATE CR 5G(CLOBET.)(GSK),54
8.85101E+12,DERMOVATE OINT 5G (GSK),61
8.85101E+12,DERMOVATE SCALP 30ML.,186.5
8.85546E+12,DERTEC CR.15G.(BET+GEN+TONAF+IDO.),44.75
8.85546E+12,DERTEC CR.5G(BET+GEN+TONAF+IDO.),20.75
8.85394E+12,DERZID-C CR.15G.(BETA+CLOTRI),24
8.85394E+12,DERZID-N CREAM 15G.(BETA+NEO)UNISON,21.5
8.85545E+12,DESLORA 1x10'S(สูตรAERIUS),45.75
8.85545E+12,DESLORA SYRUP 60ML(สูตรAERIUS),71
8.85977E+12,DESLORATADINE 5MG.10x10'S(SANDOZ)สูตรaerius,1154
8.85977E+12,DESLORATADINE 5MG.1x10'S(SANDOZ) สูตรaerius,118
8.8546E+12,DESOLON 21'S สูตร MARVELON,52
8.85347E+12,DESTA 1x10'S/แผง(สูตรAERIUS),49.75
8.85347E+12,DESTA SF ORAL SOLUTION 60ML.(สูตรAERIUS),104
8.85347E+12,DESTA SYRUP 60ML(สูตรAERIUS)MACRO,90
8.85712E+12,D-ET สารให้ความหวานแทนน้ำตาล 40ซอง/กล่อง,108
8.85343E+12,DETAPAIN 2x10'S/FRX.สูตรNORGESIC,28.25
8.85036E+12,DETTOL 1000ML ANTISEPTIC,432
8.85036E+12,DETTOL 250ML ANTISEPTIC,172
8.85036E+12,DETTOL 4000ML.(ANTISEPTIC),1356
8.85036E+12,DETTOL 500ML ANTISEPTIC,272
8.85036E+12,DETTOL 750ML ANTISEPTIC,380.5
8.85036E+12,DETTOL DEEP CLEANSE 450ML.(แพ็คคู่),1
8.85036E+12,DETTOL FOAMING 250ML(ล้างมือ)โรสเชอร์รี่,60.5
8.85036E+12,DETTOL FOAMING ล้างมือสูตรวนิลาออคิด 250ML,61.5
8.85036E+12,DETTOL GOLD เดลี่คลีน 500ML.(แพ็คคู่)เขียว,178.5
8.85036E+12,DETTOL GOLD คลาสสิคคลีน 500ML.(แพ็คคู่)ทอง,178.5
8.85036E+12,DETTOL ONZEN ACTIVE-BOTANY 450ML.,177.5
8.85036E+12,DETTOL ORIGINAL สบู่เหลวล้างมือ 225ML+200ML,58.5
8.85036E+12,DETTOL เจลล้างมือ 200ML,135
8.85036E+12,DETTOL เจลล้างมือ 50ML,50
8.85036E+12,DETTOL ผ้าเช็ดผิวแบบเปียก 50'S/ซอง,86
8.85036E+12,DETTOL สูตรลาสติ้งเฟส 500ML,147
8.85036E+12,DETTOL สูตรลาสติ้งเฟส 625MLแพ็คคู่(1แถม1),147
8.85036E+12,DETTOL สูตรสกินแคร์ สบู่เหลวล้างมือ 225ML+200ML,58.5
8.9013E+12,DEWAX 15ML หยอดหู,52.5
424251,DEXA-Y 1000'S(DEXAMETHA)CHINTA*ทำรายงาน,212
8.85196E+12,DEXILANT 60MG.(DEXLANSOPRA.)4X7'S,2545
8.85359E+12,DEXON INJ 10ML(DEXAMETHASONE),78.5
8.85493E+12,DEXOPH ED 4ML(DEXA.+NEO.)(ใหม่),21.5
8.85899E+12,DEXTIDERM OINT. 5% 35G.(สูตรBepanthen),58.5
8.85353E+12,DEXTON INJECTION 50x1ML./BX.(DEXA 4MG.)T.P,205
8.85894E+12,DEXTROSE POWDER 20G.x50ซอง/BX.(ซองเล็ก),323.5
