รหัสสินค้า,ชื่อสินค้า,ราคา
8.85196E+12,PREVACID FDT 30MG.2x14'S.,1730
8.85928E+12,PREVENTIVE.LIFE CODY PLUS 120ML.,47.5
8.85928E+12,PREVENTIVE.LIFE O-PLUS ส้ม120ML.,47.5
8.85928E+12,PREVENTIVE.LIFE O-PLUSน้ำผึ้งมะนาว120ML.,47.5
8.85485E+12,PRIMOLUT-N 5MG.10x10'S./BX.,529
4.0576E+12,PRIMOLUT-N 5MG.2x15'S./BX.,166
5.41506E+12,PRISTIQ 50MG.28'S(DESVENLAFAXINE)PFIZER,1492.5
8.8588E+12,PRO 10 15'S/BX.(PROBIOTIC),363.5
10712121009,PRO SKIN VITAMIN E 12 CAPSULE,141.5
8.85898E+12,PROBEN TABLET 500'S(PROBENECID 500MG.),2.25
8.85944E+12,PROBUFEN 400MG. 50x10'S(IBUPROFEN)กลม,285
8.85944E+12,PROBUFEN 600MG.25x10'S/BX.(IBUPROFEN)รี,240
8.85944E+12,PROBUFEN 600MG.50x10'S/BX.(IBUPROFEN)รี,435
8.85944E+12,PROBUFEN GEL 25G.(IBUPROFEN),38.75
8.85422E+12,PROCTASE-P 500'S(MEJI),864.5
8.85422E+12,PROCTASE-P 50x10'S(MEJI) ลดบวม,840
8.85882E+12,PROCTYL OINTMENT 10G.(LSP)(สูตร PROCTOSEDYL),69.75
8.85882E+12,PROCTYL SUPPO. 10'S(LPS)(สูตร PROCTOSEDYL),56
8.85092E+12,PRODER MILD SOOTHING CREAM 25G.,73.5
8.853E+12,PROFENA - 400 F/C 50x10'S(IBUPROFEN),419.5
8.85895E+12,PROFLEX DIVA CHOCOLATE 500G.,817.5
8.85895E+12,PROFLEX DIVA GREEN TEA 500G.,817.5
8.85895E+12,PROFLEX DIVA KIWI 500G.,817.5
8.85895E+12,PROFLEX DIVA MIXED BERRY 500G.,817.5
8.85895E+12,PROFLEX DIVA VANILLA 500G.,817.5
8.85895E+11,PROFLEX WHEY ISO.700G.GREEN TEA เขียว,935
8.85895E+12,PROFLEX WHEY ISO.700G.PURE เขียว,935
8.85895E+12,PROFLEX WHEY ISO.700G.ช็อค,935
8.85895E+12,PROFLEX WHEY PROTEIN700G.จืด(เขียว),817.5
8.85895E+12,PROFLEX WHEY PROTEIN700G.วานิลลา(ฟ้า),817.5
8.85895E+12,PROFLEX WHEY PROTEIN700G.สตอร์,817.5
8.8591E+12,PROGAUZE SWAB 3''x3'' 8PLY 10x10'S/BX.(LONGMED),49.5
4.0576E+12,PROGYNOVA 1MG.3x28'S.,468
4.0576E+12,PROGYNOVA 2MG.3x28'S.,485
8.40165E+11,PROPECIA 1MG.4x7'S./BX,1163.5
8.85961E+12,PROPOLIS รีเฟรชชิ่ง เมาท์ สเปรย์ 20ML(BKD.),103
8.85891E+12,PROPOLIS ANTI ACNE SOAP 65G.,33
8.85651E+12,PROPOLIS PLUS 15ML.,144.5
8.85266E+12,PROPOLIS PLUS MOUTH SPRAY 12ML(บีริช),97.25
8.85651E+12,PROPOLIZ CANDY POP 10ซอง/BX.,135
8.85651E+12,PROPOLIZ EXTHERB LOZENGE 15x8'S/BX.,347
8.85651E+12,PROPOLIZ KID MOUTH SPRAY 10ML(T.MAN),79
8.85651E+12,PROPOLIZ LOZENGE VIT-C 1x10x8'S/BX.,142
8.85651E+12,PROPOLIZ MIXS LOZENGE 1x15x15'S/BX.,238
8.85651E+12,PROPOLIZ PLUS HONEY LOZENGE 1x10x8'S/BX.,141
8.85651E+12,PROPOLIZ SPRAY 15ML(กระขายขาว)T.MAN,108
8.85712E+12,PROPOLIZ SPRAY 15MLสูตรดั้งเดิม (T.MAN),83.5
8.85651E+12,PROPOLIZ SPRAY PLUS EXTHERB 15ML(T.MAN),108
8.85651E+12,PROPOLIZ VIT-C+มะขามป้อม1x10x8'S(เม็ดเคี้ยว),150
8.85651E+12,PROPOLIZ X LOZENGE (น้ำผึ้งมะนาว)1x15x8'S/BX.,347
8.85651E+12,PROPOLIZ X MOUTH SPRAY 15 ML.,115
8.85024E+12,PROPYL 50MG.(SPS.)50x10'Sขายขาด,318.5
8.40165E+11,PROSCAR 5MG.2x15'S./กล่อง,1500.5
8.8519E+12,PROSERIDE 5MG.3x10'S(FINASTERIDE),236.25
4.10448E+12,PROSPAN COUGH SYRUP 100ML,162
8.85857E+12,PROSPER เครื่องชั่งน้ำหนัก รุ่น PW-100,369.75
8.85857E+12,PROSPER เครื่องวัดความดันโลหิต PB-102,713
8.88644E+12,PROSTAGUTT 60 CAPSULES(MENARINI),909
8.85265E+12,PROSTAT 1MG.3x10'S(FINESTENRIDE)POLI,180.5
8.85265E+12,PROSTAT 5 (FINASTERIDE)3x10'S (โปลิฟาร์ม),552
8.71043E+12,PROSURE 220ML(กลิ่นวนิลา),154.5
8.8528E+12,PROSURE 380กรัม(กลิ่นวนิลา),775
8.85882E+12,PROTEMP 10x10 SOFT GEL(PARA 325MG.)LSP,463.5
5.70219E+12,PROTOPIC OINT.0.1%10G.(TACROLIMUS.),1270.75
8.85865E+12,PROTRIVA BLACK SEEDS 30'S/ขวด,214.5
8.85876E+12,PROVAMED 3 STEPS FOR SUN (เซ็ต),0
8.85876E+12,PROVAMED ACEROLA C NIGHT 15ML,158.5
8.85876E+12,PROVAMED ACEROLA C WHIP FOAM 80G.,80
8.85876E+12,PROVAMED ACEROLA SERUM 15ML.,142.5
8.85876E+12,PROVAMED ACNE RETINOL-A GEL 10G.,106.5
8.85876E+12,PROVAMED ACNE SPOT GEL 10G.,106.75
8.85876E+12,PROVAMED ACNI CLEANSING WATER 200ML.,209.5
8.85876E+12,PROVAMED ACNI TONER 200ML.,140.75
8.85876E+12,PROVAMED ACNICLEAR GEL120ML(ล้าง),131
8.85876E+12,PROVAMED ACNICLEAR PORE MATT 15G.,198.5
8.85876E+12,PROVAMED AGE ESSENCE 200ML.,504
8.85876E+12,PROVAMED AGE EYE SERUM 15ML.,278
8.85876E+12,PROVAMED AGE CORRECTOR 50G.(ไนท์ครีม),507
8.85876E+12,PROVAMED AGE CORRECTOR FILLER 30G.,418.5
8.85876E+12,PROVAMED ALOE VERA GEL 150G.,128.5
8.85876E+12,PROVAMED ALOE VERA GEL 50G.,76.25
8.85876E+12,PROVAMED ANTI ACNE MOISTURIZER 40G.,294
8.85876E+12,PROVAMED AQUA SUN SPF50 40ML.,245.5
8.85876E+12,PROVAMED ASTAXAN NIGHT JELL 30G.,293
8.85876E+12,PROVAMED ASTAXANTHIN FOAM 80G.,120
8.85876E+12,PROVAMED ASTAXANTHIN NIGHT JELLY 50G.,279
8.85876E+12,PROVAMED BABINI ARICA GEL 15G.(แก้ฟกช้ำ),121.25
8.85876E+12,PROVAMED BABINI OINTMENT 50G.,137
8.85876E+12,PROVAMED BABINI SOOTH.CREAM 15G.,109
8.85876E+12,PROVAMED BABY BOTTLE CLEASER 1000ML.,119.5
8.85876E+12,PROVAMED DERMA SOOTHING CR.30G.,301.75
8.85876E+12,PROVAMED DERMA SOOTHING CREAM 50G.,244.5
8.85876E+12,PROVAMED DERMA SOOTHING LIQUID 100ML.,136.5
8.85876E+12,PROVAMED DERMA SOOTHING LOTION 100ML.,224.5
8.85876E+12,PROVAMED E SERUM 10000IU 30ML.,265.25
8.85876E+12,PROVAMED GLUTA BOOST 200ML.SPF30,252
8.85876E+12,PROVAMED GLUTA BOOSTER 200ML.EXP.09/26,215.5
8.85876E+12,PROVAMED GLUTA SERUM 30ML.,327.5
8.85876E+12,PROVAMED GOTUKOLA ACNE CLEANSING GEL 120ML.,139.75
8.85876E+12,PROVAMED HYAFLASH SERUM 15ML.,167
8.85876E+12,PROVAMED MELASMA OVERNIGHT MASK 50G.,265.5
8.85876E+12,PROVAMED POST ACNE SCAR GEL 10G.,233.75
8.85876E+12,PROVAMED PRO-BALANCE UV AQUA SERUM 40ML.,253.5
8.85876E+12,PROVAMED RAPID CLEAR ACNE SET,0
8.85152E+12,PROVAMED SCAR SILICONE 10G.,233.75
8.85876E+12,PROVAMED SCAR ZONE(ผิวแตกลาย)200ML.,200.75
8.85876E+12,PROVAMED SENSITIVE CLEANSER 100ML.,98
8.85876E+12,PROVAMED SENSITIVE CLEANSER 260ML.,234
8.85876E+12,PROVAMED SENSITIVE MOISTURE CR.45ML.,297
8.85876E+12,PROVAMED SOFT&SMOOTH CREAM 40G.,161.25
8.85876E+12,PROVAMED SOLARIS BODY SPRAY SPF50 100ML.,220
8.85876E+12,PROVAMED SOLARIS BODY#50 100ML.,225
8.85876E+12,PROVAMED SOLARIS FACE 50#50ML.,184.5
8.85876E+12,PROVAMED STRETCH MASK(ทาท้อง)200ML.,220.5
8.85876E+12,PROVAMED SUN FACE 50ML(BEIGE)+ALOE 25G.,275
8.85876E+12,PROVAMED SUN FACE 50ML(WHITE)+ALOE 25G.,276
8.85876E+12,PROVAMED SUN FACE SPF50+ 30ML(BEIGE),180.5
8.85876E+12,PROVAMED SUN FACE SPF50+ 30ML(WHITE),194
8.85876E+12,PROVAMED SUN PERFECT CLAEN 200ML.,194
8.85876E+12,PROVAMED SUN PERFECT CLAEN 50ML.,81.25
8.85876E+12,PROVAMED VIT.E SERUM 50G.,135.75
8.85485E+12,PROVIRONUM 25MG. 5x10'S/BX.,418
8.85961E+12,PROZEUS 15 2G.x10ซอง/กล่อง,245
8.85961E+12,PROZEUS 15 2G.x30ซอง/กล่อง,726
8.85961E+12,PROZEUS 15 2G.x5'S/BX.(PROBIOTICS),140
8.85961E+12,PROZEUS PINK POWER 7PROBIOTIC 2G. 30'S,726
8.85961E+12,PROZEUS PINK POWER 7PROBIOTIC 2G.x10'S/BX.,245
8.85961E+12,PROZEUS REGEN PODER 2G.x10'S/BX.,248
8.85885E+12,PROZONE 50x10'S(IBUPROFEN 400MG.)AU,255
8.85955E+12,PRUKSAPORN ALCOHOL GEL 500ML,140
8.85891E+12,P-S MOUTH SPRAY 20ML EXP.04/26,90.75
8.90121E+12,PUDIN HARA 10x10'S/BX.ลัง 30 bx.,142.5
9.32288E+12,PULMICORT RES. 0.5MG/2ML 4ซองx5'S/BX.,788
5.00046E+12,PULMICORT TURBUHALER 200MCG./DOSE,544
220149,PULSE OXIMETER FINGERT วัดออกซิเจน,195
8.85613E+12,PURE GRAIN น้ำผึ้ง 100% 130กรัม/หลอด,36.5
8.85712E+12,PURE MED KITO BERRY 15'S/BX.(ใหญ่),595
8.85712E+12,PURE MED KITO BERRY 5'S/BX.(เล็ก),220.5
8.85712E+12,PURE MED KITO BERRY PLUS 7'S/BX.,99999
8.85712E+12,PURE MED LOTNE X3 PLUS 7'S/BX.,231
8.85712E+12,PURE MED RUBY COLLAGEN 15'S/BX.(ใหญ่),595
8.85712E+12,PURE MED RUBY COLLAGEN 5'S/BX.(เล็ก),220.5
8.85085E+12,PUREEN ถุงเก็บน้ำนม 4OZ. 30'S/BX.,59.5
8.85085E+12,PUREEN ถุงเก็บน้ำนม 8OZ. 20'S/BX.,38
8.85085E+12,PUREEN ถุงเก็บน้ำนม 8OZ. 50'S/BX.,104
8.85265E+12,PURIDE 100MG. 50x10'S(ALLOPURINOL),420
8.85265E+12,PURIDE 100MG.10x10'S (ALLOPURINOL),87.75
8.85265E+12,PURIDE 300MG. 50x10'S(ALLOPURINOL),780
8.85112E+12,PURIDINE 15CC.แพ็ค12ขวด(สูตรBETADINE)(ศิริ),140.75
8.85112E+12,PURIDINE 30CC.แพ็ค12ขวด(สูตรBETADINE)(ศิริ),204
8.85564E+12,PURLINA IV PACK2+10'S,546
8.71465E+12,PUROXAN (DOXOFYLLINE 400MG.)10x10'S,1400
8.71465E+12,PUROXAN SYRUP 100ML.(DOXOFYLLINE),103.75
8.853E+12,PY-AMOX DRY SYRUP 125MG.(AMOXI),15
8.853E+12,PY-AMOX DRY SYRUP 250MG.60ML(AMOXI),18
8.85699E+12,PYBUFEN -P400 50x10'S/BX.,375
8.85699E+12,PYBUFEN-P600 50x10'S/BX.(UMEDA),489.25
8.853E+12,PYBUTIL 50x10'S(LOPERAMIDE)ไพบูเมด,185
8.85347E+12,PYGABA 75MG. 4x14'S(PREGA)MACROPHAR,370
8.85905E+12,PYORAN (PARA 500+HYOSCINE)50x10'S(H.K.),772.5
8.85291E+12,PYRACON DROP 15ML(PARA),21.5
8.85291E+12,PYRACON FORTE 60ML(PARA 250MG.),27.75
8.85291E+12,PYRACON LIQ. 60ML(PARA 120MG.)เขียว,18.5
8.85291E+12,PYRACON LIQ. 60ML(PARA120MG.)แดง,17.75
8.85267E+12,PYRAMOX 500MG.50x10'S(AMOXI)RX.(เขียว-ฟ้า),764.5
8.85923E+11,PYRANA 10x10'S/BX.(PARA 500MG.)MODERN,55.75
8.85892E+12,PYRANA VOLTA GEL 30G.(DICLOFENAC),24
8.85406E+12,PYRIDOXINE 100MG.1MLx10'S(B6) /ยาฉีด,32
8.90601E+12,Q-EYE 120ML.(ล้างเลนส์),62
8.85564E+12,QMARINE GLUTA MAX 30'S,728.25
8.85882E+12,QUANTUM SYRUP 60ML.(LSP),999999
8.85923E+12,QUIK CLEAN SOFT CARE WIPE 40'S/ห่อ,12
4.98707E+12,QUIKWIPE FUKIFUKI แผ่นเช็ดเลนส์ 10'S,48.75
4.98707E+12,QUIKWIPE FUKIFUKI แผ่นเช็ดเลนส์ 20'S(แพ็ค6 อัน),78
8.8596E+12,QUOKKA MOZZIE SPRAY 15ML(กันยุง),130.75
8.85101E+12,QUOMEM 150MG.(GSK.)4x15'S,1448
8.85977E+12,RABEPRAZOLE SANDOZ 20MG.14'Sสูตร PARIET,330
8.85545E+12,RABUFEN 400MG.25x10'S/BX.(IBUPROFEN)สหแพทย์,241
8.90407E+12,RACSER JELLY 2% 30G.(LIDOCAIN)ABCA,117.5
8.90407E+12,"RACSER VISCOUS100ML(xylocaine,lidocaine)",262.75
8.85899E+12,RADIARA ALOE VERA GEL 35G.,58.75
8.85899E+12,RADIARA ALOE VERA GEL 50G.,58.75
8.9611E+12,RALEXA 50MG.3x10'S(สูตรMYONAL)PLATINUM,69.75
18051507,RAMBO - BRYWOOD 15G.,14.5
18021507,RAMBO - BRYWOOD 30G.,19.5
8.85944E+12,RAMOL (PARA 500MG.) 100'S(นครพัฒนา),21.5
8.85944E+12,RAMOL PARA 120MG. 60ML.(RASPBERRY),26.75
8.9013E+12,RANCELEX 200MG.3x10'S(CELEBREX)RANBAXY,142
8.9013E+12,RANCLAV 1G. 3x4'S/BX.(สูตรAUGMENTIN)SUN,79
8.9013E+12,RANCLAV SUS. 228.5MG/5ML. 70ML(AUGMENTIN),107.5
8.9013E+12,RANCLAV SUS.457/5ML. 70ML.(AUGMENTIN),129
8.85266E+12,RANIDINE 150MG.10x10'S.(BIOLAB),73.5
8.9013E+12,RANVIR 800MG.50'S (ACYCLOVIR) SUNPHARMA,455
8.85882E+12,RAVEPHIS FRESH MOUTH SPRAY 15ML.(LSP) EXP.02/26,102
8.85147E+12,RAVIT-FORT 30'S/BX.(BURAPHA),109.5
8.85147E+12,R-DEN 28'S(24แผง/แพ็ค)(ไทยนคร),25.75
8.85394E+12,RE-B FORTE 10x10'S(UNISON),325
8.85857E+12,REBAC SILICONE GEL 15G.(BIOPHARM),568.5
8.85857E+12,REBAC SILICONE GEL 5G.(BIOPHARM),274
,Rebate Jan-Dec 2017,0
8.85017E+12,REDOXON VIT.C+ZINC 15 TAB*เลิกผลิต*,140.25
8.90409E+12,REDUCOF SUGAR FREE 10'S/BX.,55.5
,REDUCOF SUGAR FREE 10'S/BX.(PRO),0
8.90409E+12,REDUCOF SUGAR FREE 3x10'S/BX.,143
8.85442E+12,REFER STRETCHMARK REMOVER 50G.,190.5
8.85442E+12,REFER STRETCHMARK ทาท้อง 50G.(ใหม่),190.5
8.85442E+12,REFER ทาส้นเท้าแตก CR 50G,115.75
10158593804,REGIN COOL SPRAY 60ML (ลำไย),75.5
8.85545E+12,REJEN HAIR SOLUTION 70ML(สหแพทย์),213.5
8.85109E+12,REKA ผงเกลือแร่ ORS 100'S/BX.(INPAC),143
8.85712E+12,RELAX CREAM 50G.(สูตรร้อน)ราคาตัดบาร์โค๊ด,205
1.21E+12,RELPAX (ELETRIPTAN 40MG.) 2'S(PFIZER),208.75
8.40165E+11,REMERON SOLTAB 30MG.5x6'S/BX.,1575.5
5.29067E+12,REMETHAN 100 R 3x10'S(DICLOFENAC)PML,89
8.85899E+12,REMOOF SCAR SILICONE GEL 7G.,112.5
9.55502E+12,RENARBELL SHAPE-TEA บรรจุ 25ซอง,190
8.85699E+12,RENTEX 10x10'S/BX.(สูตรZYRTEC)UMEDA,44.5
8.85699E+12,RENTEX 25x10'S/BX.(สูตรZYRTEC)UMEDA,95.5
4.89149E+12,RENU MULTIPLUS 8CC./ขวด,98.5
3.10119E+11,RENU MULTIPLUS-กลาง.120CC.*ใหม่,73
8.85909E+12,RENU MULTIPLUS-ญ.355CC.*ใหม่,119
3.10119E+11,RENU MULTIPLUS-ล.60CC./ขวด,50
8.85089E+12,RENVELA 800MG. 30'S/ขวด(SEVELAMER)*ขายขาด,2315
18160320,REPACIN F.C TABLETS 2x10'S(ESCIN 20MG.),80.5
8.85651E+12,REPACIN F.C.TAB 10x10'S/BX.(ESCIN 20MG.),392
8.85897E+12,REPARIL 20MG.10x10'S.,518
4.01934E+12,REPARIL GEL 10G.เล็ก EXP.11/26,64
8.85897E+12,REPARIL GEL 20G.กลาง,104.25
8.85897E+12,REPARIL GEL 40G.ใหญ่ /หลอด,196.75
8.85058E+12,RESOLOR 1MG. 28'S(PRUCALOPRIDE)JANSSEN,854
5.06006E+12,RESOLOR 2MG. 28'S(PRUCALOPRIDE)JANSSEN,1430
8.85188E+12,RESPIMOL EVOHALER 200D.(สูตรVENTOLIN),86
8.47E+12,RESTIV MEN 75ML(BIOPHAM),795.5
8.85882E+12,RESTZ SPRAY 50ML.(INDOMETACIN 8MG.),99999
8.85188E+12,RETEN (MINOXIDIL 2%) 100ML (TO),184.5
8.85188E+12,RETEN FIVE 30ML.(MINOXIDIL5%)(TO),136
8.85188E+12,RETEN FIVE 60ML.(MINOXIDIL5%)(TO),283.5
8.85058E+12,RETIN-A 0.025%10G.(J&J),72.25
8.85869E+12,REVITAN โสมสกัดผสมวิตามินและเกลือแร่ 30'S,178
8.90409E+12,REVOKE 1'S(LEVONORGESTREL)MYLAN,23.5
8.85394E+12,REXACIN 400MG(NORFLOX)25x10'S,328.5
8.85267E+12,REXODRIN 25x10'S(PARA+ORPHE) RX,161.5
8.85877E+12,RHEUMANOX FORT 40x10'S(IBUPROFEN 600MG.),364.5
8.85651E+12,RHEUTRIL-1500MG. 30'S(TMAN.),205
8.85147E+12,RHINALAX 60ML250MG.(CARBO.)(เขียว),23.5
8.85147E+12,RHINALAX-B 60CC./ขวด,19.5
8.85089E+12,RHINATHIOL KIDS 60CC./ขวด(CARBO)EXP.10/26,52.75
8.85876E+12,RHINO EASYFIX 2.5CM.x4M.x10ม้วน/BX.,202.75
8.85876E+12,RHINO EASYFIX 4CM.x4M.x10ม้วน/BX.,299.75
8.85876E+12,RHINO EASYFIX 6CM.x4M.x10ม้วน/BX.,397
8.85876E+12,RHINO EASYFIX 8CM.x4M.x10ม้วน/BX.,471
8.85876E+12,RHINOBUN GEL ICE BLUE 5ซองx2'S/BX,121
8.85876E+12,RHINOBUN GEL RED CHILLI 5ซองx2ชิ้น/กล่อง,121
8.85876E+12,RHINOBUN ICY SPRAY 150ML.,137.75
8.85876E+12,RHINOBUN PLASTER 20x10'S/BX,252
8.85876E+12,RHINOCAST COMFORT SPRAY 150ML.(ฉีดเฝือก),151.5
8.85001E+12,RHINOCORT AQUA 64MCG./ขวด,316
8.85876E+12,RHINOFILM SPRAY 40ML.(สเปรย์ฟิล์มใสเคลือบแผล),125.75
1.88584E+13,RHINOFIX PAPER TAPE 1/2นิ้วx10หลาx24ม้วน/กล่อง,267
1.88584E+13,RHINOFIX PAPER TAPE 1นิ้วx10หลาx12ม้วน/กล่อง,267
8.85876E+12,RHINOPLAST พลาสเตอร์ผ้ายืด 100'S/BX.,30.5
8.85842E+12,RHINOPLASTIC พลาสติกสีเนื้อ 100'S/BX.,41.5
8.85876E+12,RHINOPLASTIC สีใส 100'S/BX.,41.5
1.18858E+14,RHINOPORE เทปใส 1/2นิ้วx10หลาx24ม้วน/กล่อง,358.5
1.18858E+14,RHINOPORE เทปใส 1/2นิ้วx5หลาx12ม้วน/กล่อง,136.75
1.18858E+14,RHINOPORE เทปใส 1นิ้วx10หลาx12ม้วน/กล่อง,357.75
1.18858E+14,RHINOPORE เทปใส 1นิ้วx5หลาx12ม้วน/กล่อง,292
8.85876E+12,RHINOSAN SP PAIN RELIEF PATCH 12ซองx10'S/BX.,236
8.85876E+12,RHINOTAPE 1นิ้วx12ม้วนx10หลา /กระบอก,394.5
8.85876E+12,RHINOTAPE 2นิ้วx6ม้วนx10หลา /กระบอก,394.5
1.18858E+14,RHINOTAPE POROUS 1/2นิ้วx10หลาx12'S/BX.(น้ำตาล),287.75
1.18858E+14,RHINOTAPE POROUS 1/2นิ้วx10หลาx12'S/BX.(สีขาว),287.75
1.18858E+14,RHINOTAPE POROUS 1นิ้วx5หลาx12'S/BX.(น้ำตาล),287.75
1.18858E+14,RHINOTAPE POROUS 1นิ้วx5หลาx12'S/BX.(สีขาว),287.75
8.85802E+12,RHINOTAPP 10x10(BROM+PHENYL)(NL),53.5
8.85802E+12,RHINOTAPP 50x10'S(BROM+PHENYL)(NL),230.5
8.85802E+12,RHINOTAPP 60ML(BROM+PHEN)องุ่น*รายงาน,18.25
8.85856E+12,RHITECIN 10x10'S/BX.(สูตรZYRTEC ),43.75
8.85188E+12,RHUMANOL CREAMAGEL 20G.(DICLOFENAC),99999
7.6107E+12,RICOLA LEMON MINT 20'S(เหลืองมะนาว)/แพ็ค,40
7.6107E+12,RICOLA MOUNTAIN MINT 20'S(เขียว)/แพ็ค,40
7.6107E+12,RICOLA ORIGINAL HERB 20'S(ส้ม)/แพ็ค,40
8.853E+12,RIFAMCIN 3'Sx5ขวด/BX.(RIFAMPICIN 300),98
8.85546E+12,RITHROMED 150MG.10x10'S(ROXITHRO),141
8.85254E+12,RITYNE 10X10'S(LORATADINE)OSOTH,48.5
8.85437E+12,ROACTA 10MG. 30'S(ISOTRETINOIN),0
8.85437E+12,ROACTA 20MG. 30'S(ISOTRETINOIN),0
25490268,ROBERT-เล็ก 2OZ.,48.5
18024,ROBERT-ใหญ่ 4OZ.,72.75
8.85101E+12,ROBITUSSIN ME 60ML.(กลิ่นราสเบอร์รี่),47
8.85147E+12,ROCITRO 50x10'S(ROXITHRO)TNP.,1468
8.85335E+12,ROCKI GEL 35G.(PIROXICAM 0.5%),99999
8.85281E+12,ROFEPAIN GEL 30G.(KETOPROFEN 2.5G)LBS,35.5
8.85545E+12,ROMED 150MG.10x10'S(ROXITHRO)สหแพทย์,113
8.85545E+12,ROMED 300MG10x10'S(สหแพทย์)ROXITHRO,218
8.85882E+12,ROMIVON 10x10'S(DEXTRO+BROM)LSP*รายงาน,438.5
8.85266E+12,RONTIN 300MG 100'S(GABA)BIOPHARM,317
8.85266E+12,RONTIN 600MG 10x10'S(GABA)BIOPHARM,619
8.85281E+12,ROPRAM 10'S/แผง(TRIMIPRAMINE 25MG.)L.B.S.,10.25
8.85262E+12,ROSETTA 10MG. 3x10'S(สูตรCRESTOR)BERLIN,262
8.85262E+12,ROSETTA 20MG. 3x10'S(สูตรCRESTOR)BERLIN,288
8.85274E+12,ROSIL SOLUTION 10ML(CLINDAMYCIN)SIAM,43.5
8.85092E+12,ROSUVA 10MG.3x10'S(ROSUVASTATIN)MASA,68.5
8.85977E+12,ROSUVASTATIN SANDOZ 10MG.2x14'S(CRESTOR),715.5
8.85977E+12,ROSUVASTATIN SANDOZ 20MG.2x14'S(CRESTOR),884
8.85274E+12,ROTHRICIN 150MG.1X10'S(ROXITHRO),33
5.39039E+12,ROWACHOL 100 CAPSULES (ROWA),409.75
5.39039E+12,ROWATINEX 10x10'S,487
8.85266E+12,ROXCIN 150MG.10x10'S(ROXITROMYCIN),183
8.85188E+12,ROXIFEN GEL 25G.(PIROXICAM)TO.,22.75
8.85335E+12,ROXITOP 150MG. 10x10'S(ROXITHRO) EXP.11/26,195
8.85335E+12,ROXITOP 300MG. 10x10'S(ROXITHRO),309.75
8.85188E+12,ROXTHRIN(ROXITHRO)150MG.10x10'S(TO),154.5
8.85229E+12,ROXTROCIN 150MG. 10x10'S(GREATER),160.5
8.85876E+12,ROXXIMSTAR-300MG.10x10'S/BX.(ROXITHRO),299.75
8.85024E+12,ROXY 10x10'S(ROXITHRO150MG),136
8.85651E+12,ROXYCAN-FORTE 10x10'S.(TM.),85
8.85651E+12,ROXYCAN-FORTE 20MG.1000'S(TM.),350
8.85261E+12,ROYAL ARABICA LATTE 3IN1 18G.x22ซอง./ถุง,67
8.85261E+12,ROYAL D ENERGY GEL 10ซอง/กล่อง(รสส้ม),367.5
8.85261E+12,ROYAL-D 10'S x 25G.(รสผลไม้รวม)กล่องเล็ก,34.5
8.85261E+12,ROYAL-D 10'S x 25G./BX. (รสส้ม)กล่องเล็ก,34.5
8.85261E+12,ROYAL-D 10'S x 25G./BX. (สตอเบอรี่)กล่องเล็ก,34.5
8.85261E+12,ROYAL-D 50'S x 25G./BX. 12BX/ลัง(รสผลไม้รวม),158.75
8.85261E+12,ROYAL-D ENERGY GEL 40G.x10'S/BX.(โกโก้),346
8.85261E+12,ROYAL-D WHEY PROTEIN CHOCO 30G.(PRO),0
8.85261E+12,ROYAL-D WHEY PROTEIN CHOCO 30G.x15ซอง/BX. *P,461.5
8.85454E+12,RUBBER BALL CLEANER ดูดน้ำมูก,18.5
1802010308,RUBBING ALCOHOL SPRAY 70% 60ML,45
8.85089E+12,RULID 150MG.1x10'S(ROXITHRO)SANOFI*ขายขาด,144
8.85635E+12,RUMASIAN PAEDIATRIC 60ML.(IBUPROFEN),19
,RYBELSUS 14MG. 30'S(SEMAGLUTIDE),7752
,RYBELSUS 3MG. 30'S/BX.(SEMAGLUTIDE),7664
,RYBELSUS 7MG. 30'S(SEMAGLUTIDE),7752
8.85876E+12,S TIFEN SYRUP 60ML.(KETOTIFEN)7ดาว,19.5
8.85112E+12,S.B. ALCOHOL ชนิดแผ่น 100'S/BX.(ศิริบัญชา),80.5
8.8503E+12,S.S.STRIPS 100'Sพลาสติกใสขาว(NEOPLAST),44.25
4.10304E+12,S/B ANTI DRY HYDRATING BODY LT.,356.5
8.85464E+12,S/B ANTI-DANDRUFF SHAMPOO 200ML,245
4.10304E+12,S/B ANTI-STRETCH MASK 200ML.,319.25
8.85464E+12,S/B BABY BUBBLE BATH 1000ML,99999
8.85464E+12,S/B BABY BUBBLE BATH 150ML,189
8.85464E+12,S/B CHLIDREN'S SHAMPOO(แพ็คคู่),173.25
4.10304E+12,S/B CLEANSING BAR,182.5
8.85464E+12,S/B CLEAR FACE 150ML.,382
4.10304E+12,S/B DIPER RASH CREAM 50ML,222.25
8.85464E+12,S/B EVERYDAY SHAMPOO 200ML,196
4.10304E+12,S/B EXTREME DRY SKIN LOTION 200ML,270
4.10304E+12,S/B FACIAL CLEANSER 150ML,355
1902132014,S/B GENTLE TONER 200ML,99999
4.10304E+12,S/B LIP DEFENSE SPF30,101
8.85464E+12,S/B LIQUID FB WASH 300ML,306
4.10304E+12,S/B VISIO CLEANSING MILK 200ML.,663.5
4.10304E+12,S/B VISIO GENTLE TONER 200ML.,518.25
8.85101E+12,S-26 PROGRESS GOLD 600กรัม(1ปีขึ้นไป),308
8.85101E+12,S-26 PROMIL GOLD 600กรัม(6เดือน-3ปี),475.5
8.85101E+12,S-26 SMA GOLD 600กรัม(แรกเกิด-1ปี),555
